D1CNTY,INTPTLAT,INTPTLONG,CASEKEY,start_year,FILEFY,D1ZIP,DISTRICT_NS,NOB,debt_limit,result,PRFILE,D1FPRSE,JOINT,D2FPRSE,ECRDTRS,DBTRTYP,CASETYP,org_chap,crnt_chap,cl_chap,SEQ,duration,duration_day,duration_weeks,duration_months,start,close,closed,assets,real_property,personal_property,liabilities,secured,unsecured1,unsecured2,debts,discharged,not_discharged,income_average,income_current,expenses_average,zip,latitude,longitude,lat,long
6103,NA,NA,09722152761100,2015,2015,960219731,CAE,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,268,268,38.2857142857143,9,2015-09-29,2016-06-23,TRUE,428118,362000,66118,924042,809938,90039,24065,924042,924042,0,1359,1400.67,1391,96021,39.9,-122.3,39.9,-122.3
6095,NA,NA,09722152812600,2015,2016,945910000,CAE,n,1500000,dismiss,Y,y,n,NA,A,i,v,12,12,12,0,78,78,11.1428571428571,3,2015-10-19,2016-01-05,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94591,38.12,-122.2,38.12,-122.2
6067,NA,NA,09722162050000,2016,2016,956730000,CAE,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,229,229,32.7142857142857,8,2016-01-29,2016-09-14,TRUE,304962,250000,54962,390803,299929,0,90874,390803,390803,0,3019,0,1774,95673,38.69,-121.47,38.69,-121.47
6009,NA,NA,09729119440000,2011,2012,952520000,CAE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1704,1704,243.428571428571,56,2011-12-30,2016-08-29,TRUE,544700,470200,74500,676744,466381,6000,204363,676744,676744,0,6464,0,3664,95252,38.2,-120.8,38.2,-120.8
6099,NA,NA,09729129173600,2012,2012,953800000,CAE,n,1500000,dismiss,N,n,n,NA,B,i,v,12,12,12,0,1402,1402,200.285714285714,46,2012-06-20,2016-04-22,TRUE,507093,240000,267093,807749,341763,6673,459313,807749,801076,6673,37900,37900,37964,95380,37.5,-120.9,37.5,-120.9
6099,NA,NA,09729139050400,2013,2013,953510000,CAE,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1142,1142,163.142857142857,38,2013-03-19,2016-05-04,TRUE,1474750,1200000,274750,1540694,1518000,7493,15201,NA,NA,NA,10000,NA,8897,95351,37.63,-120.98,37.63,-120.98
6077,NA,NA,09729139090100,2013,2013,953200000,CAE,n,1500000,dismiss,Y,n,n,NA,B,i,v,12,12,12,0,1093,1093,156.142857142857,36,2013-05-09,2016-05-06,TRUE,255250,0,255250,801204,373700,5100,422404,NA,NA,NA,75000,NA,69900,95320,37.8,-121,37.8,-121
6099,NA,NA,09729169011300,2016,2016,953610000,CAE,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,64,64,9.14285714285714,2,2016-02-16,2016-04-20,TRUE,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,95361,37.8,-120.7,37.8,-120.7
6065,NA,NA,09736114546400,2011,2012,925900000,CAC,n,1500000,discharge,Y,n,n,NA,A,u,v,12,12,12,0,1447,1447,206.714285714286,48,2011-11-18,2015-11-04,TRUE,362700,255000,107700,670312.27,454722,2908.84,212681.43,670312.27,670312.27,0,NA,NA,NA,92590,33.49,-117.23,33.49,-117.23
6065,NA,NA,097361145464r1,2011,2016,925900000,CAC,n,1500000,discharge,Y,n,n,NA,A,u,v,12,12,12,1,1603,1603,229,53,2011-11-18,2016-04-08,TRUE,362700,255000,107700,670312.27,454722,2908.84,212681.43,670312.27,670312.27,0,NA,NA,NA,92590,33.49,-117.23,33.49,-117.23
6065,NA,NA,09736151595200,2015,2015,925670000,CAC,n,1500000,dismiss,Y,y,n,NA,A,i,v,12,12,12,0,336,336,48,11,2015-06-12,2016-05-13,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,92567,33.81,-117.12,33.81,-117.12
6065,NA,NA,09736151672100,2015,2015,922470000,CAC,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,424,424,60.5714285714286,13,2015-07-02,2016-08-29,TRUE,1603970.56,1500000,103970.56,757929.45,629984.14,54000,73945.31,NA,NA,NA,NA,NA,NA,92247,NA,NA,NA,NA
6065,NA,NA,09736161128500,2016,2016,925900000,CAC,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,121,121,17.2857142857143,4,2016-02-17,2016-06-17,TRUE,532695,439626,93069,1507066.88,1501190,2938.44,2938.44,1507066.88,1507066.88,0,3600,0,2420,92590,33.49,-117.23,33.49,-117.23
6071,NA,NA,09736161698100,2016,2016,923290000,CAC,n,1500000,dismiss,N,y,n,NA,A,i,v,12,12,12,0,43,43,6.14285714285714,1,2016-08-04,2016-09-16,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,92329,NA,NA,NA,NA
6079,NA,NA,09739101359800,2010,2010,934460000,CAC,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2185,2185,312.142857142857,72,2010-07-14,2016-07-07,TRUE,1386165,1300000,86165,1606628.26,1415000,0,191628.26,NA,NA,NA,10870,NA,22047.69,93446,35.6,-120.9,35.6,-120.9
6073,NA,NA,09743090678300,2009,2009,920280000,CAS,n,1500000,discharge,N,n,n,NA,A,i,v,13,12,12,0,2450,2450,350,81,2009-05-18,2016-02-01,TRUE,993256.62,880000,113256.62,1383102.72,1104684,60000,218418.72,1383102.72,1383102.72,0,21488.33,0,21158.23,92028,33.4,-117.3,33.4,-117.3
6073,NA,NA,09743091248100,2009,2009,920823508,CAS,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2399,2399,342.714285714286,79,2009-08-21,2016-03-16,TRUE,543650.88,475000,68650.88,727075.29,585148.27,0,141927.02,727075.29,727075.29,0,6373.23,6373.23,5437.27,92082,33.3,-117,33.3,-117
6073,NA,NA,09743110035500,2011,2011,920030000,CAS,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1892,1892,270.285714285714,62,2011-01-11,2016-03-17,TRUE,461524.25,440000,21524.25,1645234.51,1337907,0,307327.51,1645234.51,1645234.51,0,1800,NA,8106,92003,33.29,-117.21,33.29,-117.21
6073,NA,NA,09743150449700,2015,2015,954600000,CAS,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,286,286,40.8571428571429,9,2015-07-03,2016-04-14,TRUE,2186763,1500000,686763,1215142,1050187,160000,4955,1215142,1215142,0,NA,NA,NA,95460,39.3,-123.7,39.3,-123.7
6073,NA,NA,09743150770100,2015,2016,920300000,CAS,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,214,214,30.5714285714286,8,2015-11-30,2016-07-01,TRUE,2531851,120000,2411851,351919,220920,0,130999,NA,NA,NA,0,0,0,92030,NA,NA,NA,NA
8123,NA,NA,10821101384200,2010,2010,806540000,CO,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2114,2114,302,70,2010-02-26,2015-12-11,TRUE,820392,515000,305392,1203731.74,1189159.74,10800,3772,1203731.74,0,1203731.74,17350,NA,1400,80654,40.2,-104.1,40.2,-104.1
8013,NA,NA,10821870071700,1987,1987,NA,CO,u,1500000,NA,NA,NA,y,NA,X,X,v,12,12,NA,0,13399,13399,1914.14285714286,440,1987-01-23,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8125,NA,NA,10821871510600,1987,1988,NA,CO,NA,1500000,NA,NA,NA,y,NA,1,0,v,13,12,NA,0,13074,13074,1867.71428571429,429,1987-12-14,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8017,NA,NA,10821880921600,1988,1988,NA,CO,f,1500000,NA,NA,NA,y,NA,1,i,v,12,12,NA,0,12862,12862,1837.42857142857,422,1988-07-13,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8101,NA,NA,10821890626800,1989,1989,NA,CO,f,1500000,NA,NA,NA,y,NA,1,i,v,12,12,NA,0,12561,12561,1794.42857142857,412,1989-05-10,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8039,NA,NA,10821931048900,1993,1993,NA,CO,f,1500000,NA,NA,NA,n,NA,2,i,v,12,12,NA,0,11211,11211,1601.57142857143,368,1993-01-19,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1027,NA,NA,11261104024500,2010,2010,362510000,ALN,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2204,2204,314.857142857143,73,2010-01-29,2016-02-11,TRUE,240960,217860,23100,217052.47,198972.84,0,18079.63,217052.47,217052.47,0,3487.08,0,3769.53,36251,33.2,-85.9,33.2,-85.9
1049,NA,NA,11261104085100,2010,2010,359680000,ALN,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2204,2204,314.857142857143,73,2010-03-24,2016-04-05,TRUE,1007835,727500,280335,2618639.71,2610629,0,8010.71,2618639.71,2618639.71,0,20915.05,20915.05,6905,35968,34.5,-85.8,34.5,-85.8
1049,NA,NA,11261114213200,2011,2011,359780000,ALN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1640,1640,234.285714285714,54,2011-08-16,2016-02-11,TRUE,373019.92,337737,35282.92,445830.23,367115.36,0,78714.87,445830.23,445830.23,0,9478.84,0,8598.84,35978,34.6,-85.7,34.6,-85.7
1103,NA,NA,11268108505400,2010,2011,356730000,ALN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1929,1929,275.571428571429,63,2010-12-16,2016-03-28,TRUE,819480,371680,447800,265535.83,157111,0,108424.83,NA,NA,NA,8379,NA,12523.27,35673,34.59,-87.14,34.59,-87.14
1061,NA,NA,11271091209500,2009,2010,363406006,ALM,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2256,2256,322.285714285714,74,2009-10-13,2015-12-17,TRUE,301567,0,301567,432650.38,372322.5,0,60327.88,NA,NA,NA,3252,NA,3518.94,36340,31.07,-85.92,31.07,-85.92
1069,NA,NA,11271131163600,2013,2013,363430000,ALM,n,1500000,discharge,N,n,n,NA,A,i,v,12,13,13,0,884,884,126.285714285714,29,2013-09-04,2016-02-05,TRUE,543460,536060,7400,1840104.22,791415.58,8000,1040688.64,1840104.22,1840104.22,0,1569.93,NA,3186,36343,31.1,-85.2,31.1,-85.2
1069,NA,NA,11272990500400,1999,2000,NA,ALM,n,1500000,NA,NA,NA,y,NA,1,i,v,12,12,NA,0,8754,8754,1250.57142857143,287,1999-10-12,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1091,NA,NA,11282110074100,2011,2011,367820000,ALS,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1868,1868,266.857142857143,62,2011-02-25,2016-04-07,TRUE,1587154.94,698000,889154.94,1500453.34,1038740.1,0,461713.24,NA,NA,NA,21250,21250,31151.39,36782,32.1,-87.9,32.1,-87.9
9003,NA,NA,02052102029500,2010,2010,060880000,CT,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,2565,2565,366.428571428571,85,2010-01-29,2017-02-06,TRUE,341900,182000,159900,55000,50000,0,5000,55000,55000,0,0,0,0,06088,41.9,-72.59,41.9,-72.59
9011,NA,NA,02052102238600,2010,2010,063780000,CT,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2529,2529,361.285714285714,83,2010-07-14,2017-06-16,TRUE,295991.5,195000,100991.5,396931.75,292323.77,0,104607.98,NA,NA,NA,3195.63,NA,3057.57,06378,41.38,-71.92,41.38,-71.92
9003,NA,NA,02052122132400,2012,2012,060820000,CT,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,1772,1772,253.142857142857,59,2012-05-30,2017-04-06,TRUE,324462.68,0,324462.68,1240886.17,1103415.46,0,137470.71,1240886.17,1240886.17,0,0,0,0,06082,41.98,-72.56,41.98,-72.56
9011,NA,NA,02052122288900,2012,2013,063350000,CT,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1529,1529,218.428571428571,50,2012-12-07,2017-02-13,TRUE,224446.86,200000,24446.86,757442.67,591457.53,0,165985.14,757442.67,757442.67,0,25249,0,23679.16,06335,41.44,-72.07,41.44,-72.07
5065,NA,NA,08601121230900,2012,2012,725600000,ARE,n,1500000,discharge,N,n,n,NA,A,n,v,12,12,12,0,1639,1639,234.142857142857,54,2012-04-19,2016-10-14,TRUE,1159407.01,1105000,54407.01,1214581,1213604,977,0,1214581,0,1214581,NA,NA,NA,72560,35.9,-92.1,35.9,-92.1
5135,NA,NA,08601131272300,2013,2013,725210000,ARE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1545,1545,220.714285714286,51,2013-05-09,2017-08-01,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72521,36,-91.6,36,-91.6
5065,NA,NA,08601141320400,2014,2014,725560000,ARE,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1136,1136,162.285714285714,37,2014-06-11,2017-07-21,TRUE,1288099.44,666000,622099.44,1728348.72,1678113.24,11600,38635.48,1728348.72,1716748.72,11600,20200,NA,1530,72556,36,-92,36,-92
5137,NA,NA,08601151134400,2015,2015,725600000,ARE,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,854,854,122,28,2015-03-20,2017-07-21,TRUE,3030900,2437000,593900,4029764.87,3986431.62,29631.25,13702,4029764.87,4000133.62,29631.25,NA,NA,NA,72560,35.9,-92.1,35.9,-92.1
5063,NA,NA,08601161351600,2016,2016,725240000,ARE,n,1500000,discharge,Y,n,n,NA,A,i,v,12,13,13,0,378,378,54,12,2016-07-01,2017-07-14,TRUE,916365,500000,416365,1105574.44,1080008.37,0,25566.07,1105574.44,1105574.44,0,2143.4,NA,2110,72524,35.8,-91.3,35.8,-91.3
5031,NA,NA,08603111757800,2011,2012,724040000,ARE,n,1500000,discharge,Y,n,y,n,A,i,v,12,12,12,0,2050,2050,292.857142857143,68,2011-11-29,2017-07-10,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72404,35.8,-90.8,35.8,-90.8
5029,NA,NA,08604091660600,2009,2009,721270000,ARE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2856,2856,408,94,2009-09-11,2017-07-07,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72127,35.2,-92.6,35.2,-92.6
5069,NA,NA,08605161177900,2016,2016,720730000,ARE,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,245,245,35,8,2016-04-01,2016-12-02,TRUE,625904,112250,513654,1028099.08,1028099.08,NA,NA,NA,NA,NA,6607.2,NA,3815.86,72073,34.4,-91.7,34.4,-91.7
5003,NA,NA,08611107626900,2010,2011,716460000,ARW,n,1500000,discharge,Y,n,y,n,A,i,v,12,13,13,0,2184,2184,312,71,2010-12-01,2016-11-23,TRUE,333545,182500,151045,496964.76,478941.18,0,18023.58,496964.76,496964.76,0,1296.73,0,4482.51,71646,33.2,-91.8,33.2,-91.8
5011,NA,NA,08611127424200,2012,2013,716470000,ARW,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,1421,1421,203,47,2012-11-13,2016-10-04,TRUE,1737500,1450000,287500,1984786,1572000,0,412786,1984786,1984786,0,0,0,0,71647,33.4,-92.1,33.4,-92.1
5011,NA,NA,08611127424400,2012,2013,716470000,ARW,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1421,1421,203,47,2012-11-13,2016-10-04,TRUE,1718868,1010000,708868,2952557.82,1544906,0,1407651.82,2952557.82,2952557.82,0,10000,0,13699,71647,33.4,-92.1,33.4,-92.1
5027,NA,NA,08611147371900,2014,2015,717530000,ARW,n,1500000,dismiss,Y,n,n,NA,A,u,v,12,12,12,0,703,703,100.428571428571,23,2014-12-27,2016-11-29,TRUE,67280,0,67280,919890.92,389722.16,233702.19,296466.57,NA,NA,NA,NA,NA,NA,71753,33.2,-93.2,33.2,-93.2
5027,NA,NA,08611147372000,2014,2015,717540000,ARW,n,1500000,dismiss,Y,n,n,NA,A,u,v,12,12,12,0,703,703,100.428571428571,23,2014-12-27,2016-11-29,TRUE,289855,150000,139855,659107.84,380615.1,228630.93,49861.81,NA,NA,NA,NA,NA,NA,71754,NA,NA,NA,NA
5083,NA,NA,08612167169400,2016,2016,729430000,ARW,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,111,111,15.8571428571429,4,2016-07-20,2016-11-08,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72943,35.2,-93.8,35.2,-93.8
5089,NA,NA,086131171341r1,2011,2016,726870000,ARW,n,1500000,discharge,Y,n,y,n,A,i,v,12,12,12,1,2302,2302,328.857142857143,76,2011-03-23,2017-07-11,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72687,36.3,-92.7,36.3,-92.7
5015,NA,NA,08613167089200,2016,2016,726160000,ARW,n,1500000,dismiss,Y,n,y,n,B,i,v,12,12,12,0,174,174,24.8571428571429,6,2016-04-14,2016-10-05,TRUE,625150,216000,409150,9700114.5,9284923.68,0,415190.82,9700114.5,9700114.5,0,4666.67,0,4872.58,72616,36.3,-93.6,36.3,-93.6
5007,NA,NA,08615117553600,2011,2012,727510000,ARW,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,1919,1919,274.142857142857,63,2011-12-21,2017-03-23,TRUE,139300,0,139300,42558.56,4943.66,0,37614.9,NA,NA,NA,2422.13,5605.73,2501,72751,36.46,-94.12,36.46,-94.12
5143,NA,NA,08615127375000,2012,2013,727010000,ARW,n,1500000,discharge,N,n,n,NA,A,n,v,12,12,12,0,1519,1519,217,50,2012-10-04,2016-12-01,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72701,36,-94.1,36,-94.1
5109,NA,NA,08616117503600,2011,2012,719590000,ARW,n,1500000,dismiss,Y,n,y,n,B,i,v,12,12,12,0,2041,2041,291.571428571429,67,2011-11-10,2017-06-12,TRUE,787843.41,700000,87843.41,1069100.88,863322.05,4500,201278.83,NA,NA,NA,15145.18,NA,8415.95,71959,34.2,-93.9,34.2,-93.9
2220,NA,NA,097-1100085800,2010,2011,998350000,AK,n,1500000,discharge,Y,n,n,NA,A,i,v,12,12,12,0,2520,2520,360,82,2010-10-05,2017-08-29,TRUE,276860,210000,66860,260830,180160,5800,74870,NA,NA,NA,3040,NA,2545,99835,57,-136,57,-136
4013,NA,NA,09702151507000,2015,2016,853540000,AZ,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,440,440,62.8571428571429,15,2015-11-25,2017-02-07,TRUE,626564,507450,119114,327407.82,293496.48,0,33911.34,327407.82,327407.82,0,6083,0,5130.45,85354,33.4,-113,33.4,-113
4021,NA,NA,09704170481400,2017,2017,851720000,AZ,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,126,126,18,4,2017-05-02,2017-09-05,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,85172,32.9,-111.9,32.9,-111.9
6033,NA,NA,09711111115700,2011,2011,954530000,CAN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2324,2324,332,77,2011-03-31,2017-08-10,TRUE,437510,225000,212510,439009,402380,0,36629,439009,439009,0,5852,0,7969,95453,39,-122.9,39,-122.9
6033,NA,NA,09711121080300,2012,2012,954510000,CAN,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1828,1828,261.142857142857,60,2012-03-22,2017-03-24,TRUE,1019504,435000,584504,544216,516888,0,27328,544216,544216,0,8357,0,8100,95451,38.9,-122.8,38.9,-122.8
6097,NA,NA,09711121314500,2012,2013,954410256,CAN,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,1723,1723,246.142857142857,56,2012-12-03,2017-08-22,TRUE,120500,0,120500,1364724.66,72904,1287380.66,4440,1364724.66,1364724.66,0,NA,NA,NA,95441,38.7,-123.1,38.7,-123.1
6055,NA,NA,09711121322500,2012,2013,945580000,CAN,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,1596,1596,228,52,2012-12-14,2017-04-28,TRUE,3803450,2950000,853450,2982097,2363019,0,619078,2982097,2982097,0,30000,NA,24840,94558,38.5,-122.3,38.5,-122.3
6055,NA,NA,09711121330000,2012,2013,945740000,CAN,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,1503,1503,214.714285714286,50,2012-12-27,2017-02-07,TRUE,235959,71000,164959,2379635.27,65441.72,214955.55,2099238,2379635.27,2379635.27,0,101761,0,98884.92,94574,38.5,-122.5,38.5,-122.5
6055,NA,NA,09711131132900,2013,2013,945740000,CAN,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,1395,1395,199.285714285714,45,2013-07-03,2017-04-28,TRUE,235959,71000,164959,2379193.55,65000,191523.07,2122670.48,2379193.55,2379193.55,0,86573,0,81107.54,94574,38.5,-122.5,38.5,-122.5
6023,NA,NA,09711131218800,2013,2014,955360000,CAN,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,1279,1279,182.714285714286,42,2013-11-29,2017-05-31,TRUE,1152872,1008333,144539,640087.09,618700,0,21387.09,640087.09,640087.09,0,10107,NA,7408,95536,40.5,-124.3,40.5,-124.3
6045,NA,NA,09711161066400,2016,2016,954600000,CAN,n,1500000,dismiss,N,y,n,NA,A,i,v,12,12,12,0,205,205,29.2857142857143,6,2016-08-01,2017-02-22,TRUE,709527,550000,159527,1931543,1683010,54132,194401,NA,NA,NA,5700,5700,1810,95460,39.3,-123.7,39.3,-123.7
6047,NA,NA,09721101695000,2010,2010,953340000,CAE,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2657,2657,379.571428571429,87,2010-06-21,2017-09-29,TRUE,948200,895000,53200,934403,760000,0,174403,NA,NA,NA,9000,NA,10236,95334,37.3,-120.8,37.3,-120.8
6019,NA,NA,09721101731600,2010,2010,936300000,CAE,n,1500000,discharge,N,n,y,n,B,i,v,12,12,12,0,2549,2549,364.142857142857,84,2010-06-30,2017-06-22,TRUE,254407,187000,67407,466113,386328,15927,63858,466113,466113,0,12146,0,11037,93630,36.7,-120.1,36.7,-120.1
6107,NA,NA,09721101834600,2010,2010,932700000,CAE,n,1500000,discharge,N,n,n,NA,B,i,v,12,12,12,0,2617,2617,373.857142857143,86,2010-07-23,2017-09-21,TRUE,770355,355000,415355,2297581,1683383,56503,557695,2297581,2297581,0,37566,0,31338,93270,35.9,-119.1,35.9,-119.1
6019,NA,NA,09721106133100,2010,2010,936310000,CAE,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2426,2426,346.571428571429,80,2010-09-30,2017-05-22,TRUE,396417,270000,126417,523398,418936,0,104462,NA,NA,NA,7344,NA,7280,93631,36.5,-119.5,36.5,-119.5
6019,NA,NA,09721106182400,2010,2011,936460000,CAE,n,1500000,withheld,N,n,y,n,A,i,v,12,12,12,0,2441,2441,348.714285714286,80,2010-10-13,2017-06-19,TRUE,4577569,4450000,127569,2263718,2152392,64327,46999,2263718,2263718,0,6323,0,6923,93646,36.66,-119.28,36.66,-119.28
6019,NA,NA,09721106182600,2010,2011,936460000,CAE,n,1500000,withheld,N,n,n,NA,A,i,v,12,12,12,0,2476,2476,353.714285714286,81,2010-10-13,2017-07-24,TRUE,5254250,5101000,153250,2262180,2219455,20601,22124,2262180,2262180,0,2682,0,2682,93646,36.66,-119.28,36.66,-119.28
6047,NA,NA,09721111079100,2011,2011,953880000,CAE,n,1500000,discharge,Y,n,y,n,B,i,v,12,12,12,0,2407,2407,343.857142857143,79,2011-01-25,2017-08-28,TRUE,326280,263000,63280,1442896.08,1204623,51939,186334.08,1442896.08,1442896.08,0,6316.67,0,7761.61,95388,37.42,-120.58,37.42,-120.58
6019,NA,NA,09721111508100,2011,2011,937060000,CAE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2226,2226,318,74,2011-04-29,2017-06-02,TRUE,520040,485000,35040,642963,589705,0,53258,642963,642963,0,134800,0,133927,93706,36.6,-119.9,36.6,-119.9
6047,NA,NA,09721121616100,2012,2012,936200000,CAE,n,1500000,dismiss,N,n,y,n,B,i,v,12,12,12,0,1548,1548,221.142857142857,51,2012-07-12,2016-10-07,TRUE,1102900,479000,623900,2431778,1725265,77816,628697,2431779,0,2431779,0,NA,0,93620,37.1,-120.7,37.1,-120.7
6047,NA,NA,09721121727000,2012,2012,953880000,CAE,n,1500000,discharge,N,n,y,n,B,i,v,12,12,12,0,1512,1512,216,50,2012-08-23,2016-10-13,TRUE,814691,775000,39691,2133191.01,1151891.99,6494.93,974804.09,NA,NA,NA,7903.5,NA,7951.32,95388,37.42,-120.58,37.42,-120.58
6039,NA,NA,09721131013200,2013,2013,936370000,CAE,n,1500000,dismiss,Y,n,y,n,B,i,v,12,12,12,0,1377,1377,196.714285714286,45,2013-01-09,2016-10-17,TRUE,1170070,1100000,70070,2985178,1204652,0,1780526,2985178,2985178,0,17168,0,7654,93637,36.9,-120.2,36.9,-120.2
6107,NA,NA,09721161003400,2016,2016,932210000,CAE,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,510,510,72.8571428571429,16,2016-01-06,2017-05-30,TRUE,647890,550000,97890,832634,832634,0,0,NA,NA,NA,6625,NA,4640,93221,36.3,-119.1,36.3,-119.1
6047,NA,NA,09721161188500,2016,2016,953340000,CAE,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,329,329,47,11,2016-05-25,2017-04-19,TRUE,889709,600000,289709,1611098,530098,748549,332451,NA,NA,NA,3016,NA,2279,95334,37.3,-120.8,37.3,-120.8
6029,NA,NA,09721161300200,2016,2016,933130000,CAE,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,302,302,43.1428571428571,10,2016-08-17,2017-06-15,TRUE,844865,721000,123865,774532,479967,557,294008,774532,774532,0,3638,0,3497,93313,35.1,-119,35.1,-119
6101,NA,NA,09722102034200,2010,2010,959910000,CAE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2486,2486,355.142857142857,81,2010-01-07,2016-10-28,TRUE,616200,597500,18700,1562556,1435400,1400,125756,NA,NA,NA,10478,NA,6503,95991,39,-121.6,39,-121.6
6103,NA,NA,09722112374100,2011,2011,960220000,CAE,n,1500000,discharge,Y,n,n,NA,A,i,v,12,12,12,0,2107,2107,301,69,2011-02-15,2016-11-22,TRUE,205350,175000,30350,504306,468479,0,35827,NA,NA,NA,5625,NA,4479,96022,40.4,-122.4,40.4,-122.4
6113,NA,NA,09722112814100,2011,2011,956910000,CAE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2370,2370,338.571428571429,78,2011-03-31,2017-09-25,TRUE,538527.12,505000,33527.12,1096500.52,1018416.52,0,78084,NA,NA,NA,15328.04,NA,11277.04,95691,38.6,-121.6,38.6,-121.6
6067,NA,NA,09722114380300,2011,2012,956930000,CAE,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1887,1887,269.571428571429,62,2011-10-03,2016-12-02,TRUE,193831,105000,88831,475158.41,443344,19088.44,12725.97,475158.41,475158.41,0,5850,0,3750,95693,38.4,-121.2,38.4,-121.2
6067,NA,NA,09722114617200,2011,2012,956320000,CAE,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2006,2006,286.571428571429,66,2011-11-03,2017-05-01,TRUE,918410,850000,68410,1756204.12,1743262.76,0,12941.36,1756204.12,1756204.12,0,16500,14170,10416,95632,38.3,-121.3,38.3,-121.3
