D1CNTY,INTPTLAT,INTPTLONG,CASEKEY,start_year,FILEFY,D1ZIP,DISTRICT_NS,NOB,debt_limit,result,PRFILE,D1FPRSE,JOINT,D2FPRSE,ECRDTRS,DBTRTYP,CASETYP,org_chap,crnt_chap,cl_chap,SEQ,duration,duration_day,duration_weeks,duration_months,start,close,closed,assets,real_property,personal_property,liabilities,secured,unsecured1,unsecured2,debts,discharged,not_discharged,income_average,income_current,expenses_average,zip,latitude,longitude,lat,long
22073,32.477664,-92.154848,05363193078400,2019,2019,712010000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,260,260,37.1428571428571,9,2019-05-20,2020-02-04,TRUE,625058.75,500000,125058.75,552066.78,521000,0,31066.78,552066.78,552066.78,0,0,NA,5866,71201,32.53,-92.11,32.53,-92.11
22073,32.477664,-92.154848,05363193075300,2019,2019,712030000,LAW,n,1500000,NA,Y,n,y,n,A,i,v,12,13,NA,0,1600,1600,228.571428571429,52,2019-05-14,2023-09-30,TRUE,1548425,1163250,385175,2218004.93,1028264,0,1189740.93,2218004.93,2218004.93,0,8771.34,NA,6827,71203,32.6,-92,32.6,-92
22075,29.402337,-89.298489,053L2091367500,2009,2010,700370000,LAE,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,2255,2255,322.142857142857,74,2009-11-03,2016-01-06,TRUE,657300,454500,202800,1165664.35,1083831.28,7074.78,74758.29,NA,NA,NA,NA,NA,NA,70037,29.7,-89.9,29.7,-89.9
22077,30.708319,-91.604621,053N3101095300,2010,2010,707530000,LAM,n,1500000,dismiss,N,y,y,y,A,i,v,12,12,12,0,171,171,24.4285714285714,6,2010-06-28,2010-12-16,TRUE,2997925,1660000,1337925,1878200,956000,NA,922200,0,NA,0,9300,NA,7525,70753,30.96,-91.72,30.96,-91.72
22077,30.708319,-91.604621,053N3111193300,2011,2012,707530000,LAM,n,1500000,other,N,n,y,n,A,i,v,12,13,13,0,2080,2080,297.142857142857,68,2011-12-14,2017-08-24,TRUE,444325.17,274516.67,169808.5,2415124.45,1087600.53,5268.83,1322255.09,NA,NA,NA,1400,NA,1125,70753,30.96,-91.72,30.96,-91.72
22079,31.193204,-92.535953,05361078003400,2007,2007,706560000,LAW,n,1500000,discharge,N,n,n,NA,A,u,v,12,11,11,0,771,771,110.142857142857,25,2007-01-17,2009-02-26,TRUE,840000,0,840000,677473.26,640000,0,37473.26,677473.26,677473.26,0,45833.33,0,0,70656,30.9,-92.9,30.9,-92.9
22079,31.193204,-92.535953,05361078003500,2007,2007,706560000,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,11,11,0,771,771,110.142857142857,25,2007-01-17,2009-02-26,TRUE,1615797.19,1430000,185797.19,2769239.3,1430933.76,6021.66,1332283.88,2769239.3,2764881.79,4357.51,49974.66,0,6486.18,70656,30.9,-92.9,30.9,-92.9
22079,31.193204,-92.535953,05361068077000,2006,2006,NA,LAW,z,1500000,discharge,NA,NA,n,NA,A,i,v,12,12,12,0,1155,1155,165,38,2006-09-21,2009-11-19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31.193204,-92.535953
22079,31.193204,-92.535953,05361078016200,2007,2007,713250000,LAW,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,997,997,142.428571428571,33,2007-02-26,2009-11-19,TRUE,229659,0,229659,991111.04,874605.04,1551,114955,991111.04,990839.04,272,0,0,0,71325,31.04,-92.31,31.04,-92.31
22079,31.193204,-92.535953,05361078016300,2007,2007,713250000,LAW,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,997,997,142.428571428571,33,2007-02-26,2009-11-19,TRUE,0,0,0,1505269.87,1251365.7,901,253003.17,1505269.87,1505269.87,0,3849,2168,3044,71325,31.04,-92.31,31.04,-92.31
22079,31.193204,-92.535953,05361078016400,2007,2007,713250000,LAW,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,997,997,142.428571428571,33,2007-02-26,2009-11-19,TRUE,419676,0,419676,907551.74,417068.74,0,490483,907551.74,907551.74,0,0,0,0,71325,31.04,-92.31,31.04,-92.31
22079,31.193204,-92.535953,05361078025200,2007,2007,713250000,LAW,n,1500000,discharge,N,n,n,NA,A,p,v,12,12,12,0,975,975,139.285714285714,32,2007-03-20,2009-11-19,TRUE,0,0,0,1850159.22,1138838.23,0,711320.99,1850159.22,0,1850159.22,0,0,0,71325,31.04,-92.31,31.04,-92.31
22079,31.193204,-92.535953,05361078068800,2007,2007,714300000,LAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,13,13,0,1047,1047,149.571428571429,35,2007-07-20,2010-06-01,TRUE,106285,0,106285,311610.52,249000,46247.38,16363.14,311610.52,265363.14,46247.38,5000,0,3864,71430,31.1,-92.5,31.1,-92.5
22079,31.193204,-92.535953,05361048206000,2004,2005,714050000,LAW,NA,1500000,discharge,NA,n,y,n,1,i,v,12,12,12,0,2422,2422,346,80,2004-10-20,2011-06-08,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71405,31.41,-92.41,31.41,-92.41
22079,31.193204,-92.535953,05361058169300,2005,2005,714300000,LAW,NA,1500000,discharge,NA,n,n,NA,2,i,v,12,12,12,0,1963,1963,280.428571428571,65,2005-08-20,2011-01-04,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71430,31.1,-92.5,31.1,-92.5
22079,31.193204,-92.535953,05361088023000,2008,2008,713610000,LAW,n,1500000,other,Y,n,y,n,A,i,v,12,13,13,0,1442,1442,206,48,2008-02-22,2012-02-03,TRUE,1268775,950000,318775,727340.83,690900,0,36440.83,727340.83,727340.83,0,35500,35500,31628,71361,NA,NA,31.193204,-92.535953
22079,31.193204,-92.535953,05361118093100,2011,2011,714334308,LAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,461,461,65.8571428571429,15,2011-07-15,2012-10-18,TRUE,275387,39600,235787,664605.2,664605.2,0,0,664605.2,664605.2,0,5000,0,4114.5,71433,31,-92.6,31,-92.6
22079,31.193204,-92.535953,05361118143000,2011,2012,714334308,LAW,n,1500000,dismiss,N,n,n,NA,A,u,v,12,12,12,0,365,365,52.1428571428571,12,2011-10-19,2012-10-18,TRUE,0,0,0,311881,0,0,311881,311881,311881,0,0,0,0,71433,31,-92.6,31,-92.6
22079,31.193204,-92.535953,05361118118100,2011,2011,713020000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,11,11,0,996,996,142.285714285714,33,2011-08-28,2014-05-20,TRUE,1102567.71,1088552,14015.71,1010362.62,788437.73,3752.16,218172.73,NA,NA,NA,1370.4,NA,1370,71302,31.2,-92.4,31.2,-92.4
22079,31.193204,-92.535953,05361118039600,2011,2011,714309660,LAW,n,1500000,dismiss,Y,n,y,n,A,i,v,12,12,12,0,1674,1674,239.142857142857,55,2011-03-30,2015-10-29,TRUE,221250,0,221250,856500,856500,0,0,856500,856500,0,3200,0,2695,71430,31.1,-92.5,31.1,-92.5
22079,31.193204,-92.535953,05361118090000,2011,2011,713460000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,13,13,0,1736,1736,248,57,2011-07-11,2016-04-11,TRUE,240848.71,140000,100848.71,257262.67,185247.84,1342.73,70672.1,257262.67,186590.57,70672.1,3539.86,5026.67,2339.86,71346,31.1,-92.4,31.1,-92.4
22079,31.193204,-92.535953,05361098104100,2009,2009,714330000,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,3015,3015,430.714285714286,99,2009-08-12,2017-11-13,TRUE,1598314,225000,1373314,371830.08,114709.86,0,257120.22,NA,NA,NA,NA,NA,96588.8,71433,31,-92.6,31,-92.6
22079,31.193204,-92.535953,05361188102400,2018,2019,714300000,LAW,n,1500000,NA,Y,n,n,NA,B,i,v,12,12,NA,0,1815,1815,259.285714285714,59,2018-10-11,2023-09-30,TRUE,188225,140000,48225,422930.29,NA,44464.97,378465.32,NA,NA,NA,NA,NA,NA,71430,31.1,-92.5,31.1,-92.5
22079,31.193204,-92.535953,05361208003700,2020,2020,706560000,LAW,n,1500000,NA,N,n,y,n,A,i,v,12,12,NA,0,1354,1354,193.428571428571,44,2020-01-15,2023-09-30,TRUE,2899900,2845000,54900,3869851.23,3616396.51,185873.43,67581.29,3869851.23,3869851.23,0,994,NA,2684.2,70656,30.9,-92.9,30.9,-92.9
22079,31.193204,-92.535953,05361208021400,2020,2020,713600000,LAW,n,1500000,NA,N,n,n,NA,A,p,v,12,12,NA,0,1277,1277,182.428571428571,41,2020-04-01,2023-09-30,TRUE,287275,0,287275,1230833.79,546327.33,0,684506.46,1230833.79,1230833.79,0,0,NA,0,71360,31.3,-92.4,31.3,-92.4
22079,31.193204,-92.535953,05361208021300,2020,2020,713600000,LAW,n,1500000,NA,Y,n,y,n,A,i,v,12,12,NA,0,1277,1277,182.428571428571,41,2020-04-01,2023-09-30,TRUE,240000,210000,30000,1498152.11,165477.54,7754.81,1324919.76,1498152.11,1498152.11,0,1214.7,NA,4284,71360,31.3,-92.4,31.3,-92.4
22083,32.413158,-91.748353,05363033284300,2003,2004,NA,LAW,z,1500000,discharge,NA,NA,n,NA,1,u,v,12,12,12,0,1493,1493,213.285714285714,49,2003-11-12,2007-12-14,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.413158,-91.748353
22083,32.413158,-91.748353,05363033129700,2003,2003,NA,LAW,z,1500000,dismiss,NA,NA,y,NA,2,i,v,12,12,12,0,2045,2045,292.142857142857,67,2003-06-05,2009-01-09,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.413158,-91.748353
22083,32.413158,-91.748353,05363033317500,2003,2004,NA,LAW,z,1500000,discharge,NA,NA,y,NA,1,i,v,12,12,12,0,1800,1800,257.142857142857,60,2003-12-31,2008-12-04,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.413158,-91.748353
22083,32.413158,-91.748353,05363053056800,2005,2005,712697106,LAW,NA,1500000,discharge,NA,n,y,n,1,i,v,12,12,12,0,1679,1679,239.857142857143,55,2005-03-09,2009-10-13,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05361073027400,2007,2007,713436222,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,1328,1328,189.714285714286,43,2007-03-08,2010-10-26,TRUE,270200,140000,130200,387976.6,371000,0,16976.6,387976.6,387976.6,0,4978.06,0,4561,71343,31.5,-91.9,31.5,-91.9
22083,32.413158,-91.748353,05363093114800,2009,2009,712696347,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1239,1239,177,40,2009-06-03,2012-10-24,TRUE,675879.9,260000,415879.9,1024296.74,956330,18633,49333.74,1024296.74,1005663.74,18633,4800,0,4659,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363113068700,2011,2011,712696200,LAW,n,1500000,dismiss,N,n,n,NA,A,p,v,12,12,12,0,993,993,141.857142857143,33,2011-04-21,2014-01-08,TRUE,1037829,727500,310329,2408426.54,1315105.76,49276.03,1044044.75,2408426.54,2359150.51,49276.03,0,0,0,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363113092700,2011,2011,712696200,LAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,957,957,136.714285714286,32,2011-05-27,2014-01-08,TRUE,74400,42000,32400,858249.13,392011.2,435906,30331.93,858249.13,422343.13,435906,6528.71,0,6317.66,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363173144800,2017,2017,712690000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,295,295,42.1428571428571,10,2017-08-30,2018-06-21,TRUE,657700,420000,237700,439300,405000,0,34300,439300,439300,0,2000,0,1495,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363163124700,2016,2016,712690000,LAW,n,1500000,dismiss,N,n,y,n,B,i,v,12,12,12,0,984,984,140.571428571429,32,2016-08-19,2019-04-30,TRUE,804625,320000,484625,1079566.35,657332.53,0,422233.82,1079566.35,1079566.35,0,0,0,5098.1,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363173047000,2017,2017,712690000,LAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,13,13,0,1105,1105,157.857142857143,37,2017-03-28,2020-04-06,TRUE,724350,175000,549350,1062574.72,525761.72,0,536813,1062574.72,1062574.72,0,4800,0,4718,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363193110200,2019,2019,712690000,LAW,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,432,432,61.7142857142857,14,2019-07-10,2020-09-14,TRUE,316923.92,150000,166923.92,179258.64,44541.15,0,134717.49,179258.64,179258.64,0,2774,NA,2945.5,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363193110300,2019,2019,712690000,LAW,n,1500000,dismiss,N,n,n,NA,A,p,v,12,12,12,0,432,432,61.7142857142857,14,2019-07-10,2020-09-14,TRUE,801150,0,801150,967594.16,652697.75,0,314896.41,967594.16,967594.16,0,0,NA,0,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363203043700,2020,2020,712690000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,300,300,42.8571428571429,10,2020-04-09,2021-02-03,TRUE,396650,140000,256650,1397834,290378,158000,949456,1397834,1397834,0,10000,NA,9484,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363173053900,2017,2017,712590000,LAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,1813,1813,259,59,2017-04-10,2022-03-28,TRUE,737150,230000,507150,521552.82,201894,0,319658.82,521552.82,521552.82,0,2400,0,2328,71259,32.3,-91.9,32.3,-91.9
22083,32.413158,-91.748353,05363213033400,2021,2021,712320000,LAW,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,878,878,125.428571428571,28,2021-05-05,2023-09-30,TRUE,985400,789000,196400,2348614.82,1945097.75,0,403517.07,2348614.82,2348614.82,0,4101,NA,4724.73,71232,32.4,-91.5,32.4,-91.5
22083,32.413158,-91.748353,05363193020700,2019,2019,712590000,LAW,n,1500000,NA,N,n,y,n,A,i,v,12,12,NA,0,1698,1698,242.571428571429,55,2019-02-05,2023-09-30,TRUE,226425.64,120000,106425.64,381914,311341,0,70573,381914,381914,0,3924.09,NA,3914.94,71259,32.3,-91.9,32.3,-91.9
22083,32.413158,-91.748353,05363193050100,2019,2019,712640000,LAW,n,1500000,NA,N,n,n,NA,A,i,v,12,12,NA,0,1648,1648,235.428571428571,54,2019-03-27,2023-09-30,TRUE,618998,375000,243998,1353227.65,722323.79,0,630903.86,1353227.65,1353227.65,0,1200,NA,4880.52,71264,32.6,-91.8,32.6,-91.8
22083,32.413158,-91.748353,05363193050200,2019,2019,712690000,LAW,n,1500000,NA,N,n,y,n,A,i,v,12,12,NA,0,1648,1648,235.428571428571,54,2019-03-27,2023-09-30,TRUE,809000,550000,259000,936640.71,674374.3,0,262266.41,936640.71,936640.71,0,2990.67,NA,5101.52,71269,32.5,-91.8,32.5,-91.8
22083,32.413158,-91.748353,05363203102600,2020,2021,712590000,LAW,n,1500000,NA,N,n,y,n,A,i,v,12,12,NA,0,1040,1040,148.571428571429,34,2020-11-24,2023-09-30,TRUE,938900,739500,199400,1001513,792888,0,208625,1001513,1001513,0,4335.34,NA,2661,71259,32.3,-91.9,32.3,-91.9
22097,30.583441,-91.989274,05364085143900,2008,2009,713580000,LAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,13,13,0,439,439,62.7142857142857,14,2008-12-11,2010-02-23,TRUE,223607,191000,32607,258819,219625,0,39194,258819,258819,0,3491.91,0,4817.65,71358,30.7,-91.9,30.7,-91.9
22097,30.583441,-91.989274,05364035146900,2003,2003,705700000,LAW,NA,1500000,discharge,NA,n,y,n,1,i,v,12,12,12,0,3405,3405,486.428571428571,112,2003-06-30,2012-10-25,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,70570,30.5,-92.1,30.5,-92.1
22097,30.583441,-91.989274,05364045159400,2004,2004,281730000,LAW,NA,1500000,discharge,NA,n,y,n,2,i,v,13,12,12,0,3849,3849,549.857142857143,127,2004-06-30,2015-01-13,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28173,34.9,-80.7,34.9,-80.7
22097,30.583441,-91.989274,05364055153600,2005,2005,705120000,LAW,NA,1500000,discharge,NA,n,y,n,1,i,v,12,12,12,0,3506,3506,500.857142857143,115,2005-06-09,2015-01-14,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70512,30.4,-91.9,30.4,-91.9
22097,30.583441,-91.989274,05364055204300,2005,2005,705250000,LAW,NA,1500000,discharge,NA,n,n,NA,2,i,v,12,12,12,0,3450,3450,492.857142857143,113,2005-08-04,2015-01-14,TRUE,0,NA,NA,24,NA,NA,24,NA,NA,NA,NA,NA,NA,70525,30.4,-92.2,30.4,-92.2
22097,30.583441,-91.989274,05364125026400,2012,2012,705700000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1035,1035,147.857142857143,34,2012-03-09,2015-01-08,TRUE,130150,8250,121900,461056.56,317201.49,0,143855.07,461056.56,461056.56,0,1200,0,1200,70570,30.5,-92.1,30.5,-92.1
22097,30.583441,-91.989274,05364875015400,1987,1987,705120000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13395,13395,1913.57142857143,440,1987-01-27,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70512,30.4,-91.9,30.4,-91.9
22097,30.583441,-91.989274,05364875028200,1987,1987,705350000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13379,13379,1911.28571428571,439,1987-02-12,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70535,30.5,-92.4,30.5,-92.4
22097,30.583441,-91.989274,05364875033800,1987,1987,713580000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13371,13371,1910.14285714286,439,1987-02-20,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71358,30.7,-91.9,30.7,-91.9
22097,30.583441,-91.989274,05364875080600,1987,1987,705700000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13301,13301,1900.14285714286,436,1987-05-01,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70570,30.5,-92.1,30.5,-92.1
22097,30.583441,-91.989274,05364875088600,1987,1987,705350000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13290,13290,1898.57142857143,436,1987-05-12,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70535,30.5,-92.4,30.5,-92.4
22097,30.583441,-91.989274,05364875137300,1987,1987,713560000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13221,13221,1888.71428571429,434,1987-07-20,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71356,30.83,-92.04,30.83,-92.04
22097,30.583441,-91.989274,05364875237200,1987,1988,707500000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13071,13071,1867.28571428571,429,1987-12-17,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70750,30.5,-91.8,30.5,-91.8
22097,30.583441,-91.989274,05364055042800,2005,2005,705890000,LAW,NA,1500000,NA,NA,n,n,NA,1,n,v,12,12,NA,0,6791,6791,970.142857142857,223,2005-02-25,2023-09-30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,70589,30.7,-92,30.7,-92
22099,30.121433,-91.611481,05364875056300,1987,1987,705170000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13332,13332,1904.57142857143,438,1987-03-31,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70517,30.3,-91.8,30.3,-91.8
22101,29.629349,-91.463804,05364125036700,2012,2012,705380000,LAW,n,1500000,discharge,N,n,n,NA,A,u,v,12,12,12,0,2860,2860,408.571428571429,94,2012-03-29,2020-01-27,TRUE,2214672.88,20000,2194672.88,2598755.51,2360439.45,0,238316.06,NA,NA,NA,NA,NA,NA,70538,29.7,-91.7,29.7,-91.7
22105,30.62158,-90.406633,053L29213994r1,2007,2007,704220000,LAE,NA,1500000,discharge,NA,n,y,n,2,i,v,12,12,12,1,173,173,24.7142857142857,6,2007-05-30,2007-11-19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,70422,30.7,-90.5,30.7,-90.5
22105,30.62158,-90.406633,053L29311433r1,2007,2007,704010000,LAE,NA,1500000,discharge,NA,n,n,NA,2,i,v,12,12,12,1,172,172,24.5714285714286,6,2007-05-31,2007-11-19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,70401,30.5,-90.5,30.5,-90.5
22105,30.62158,-90.406633,053L29413130r1,2007,2007,704440000,LAE,NA,1500000,dismiss,NA,n,n,NA,1,i,v,12,12,12,1,173,173,24.7142857142857,6,2007-05-30,2007-11-19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,70444,30.9,-90.5,30.9,-90.5
22105,30.62158,-90.406633,053N3961020900,1996,1996,704220000,LAM,n,1500000,discharge,N,n,y,n,2,i,v,12,12,12,0,4760,4760,680,156,1996-02-08,2009-02-19,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70422,30.7,-90.5,30.7,-90.5
22105,30.62158,-90.406633,053N39610209r1,1996,2009,704220000,LAM,n,1500000,discharge,N,n,y,n,B,i,v,12,12,12,1,6941,6941,991.571428571429,228,1996-02-08,2015-02-09,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70422,30.7,-90.5,30.7,-90.5
22105,30.62158,-90.406633,053N39610209r2,1996,2017,704220000,LAM,n,1500000,discharge,N,n,y,n,B,i,v,12,12,12,2,8569,8569,1224.14285714286,281,1996-02-08,2019-07-26,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70422,30.7,-90.5,30.7,-90.5
22107,32.001489,-91.342576,05363033191400,2003,2003,NA,LAW,z,1500000,discharge,NA,NA,y,NA,1,i,v,13,13,12,0,1947,1947,278.142857142857,64,2003-08-06,2008-12-04,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.001489,-91.342576
22107,32.001489,-91.342576,05363063071000,2006,2006,713570766,LAW,NA,1500000,discharge,NA,n,y,n,A,i,v,12,12,12,0,3155,3155,450.714285714286,103,2006-06-08,2015-01-27,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71357,32,-91.3,32,-91.3
22107,32.001489,-91.342576,05363163002800,2016,2016,713570000,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,882,882,126,29,2016-01-07,2018-06-07,TRUE,3184200,600000,2584200,4232387.13,3305641.76,20472.77,906272.6,4232387.13,44176.94,4188210.19,0,0,8534,71357,32,-91.3,32,-91.3
22111,32.829349,-92.37565,05363063168200,2006,2007,712605213,LAW,n,1500000,dismiss,Y,n,n,NA,A,i,v,12,12,12,0,393,393,56.1428571428571,13,2006-11-16,2007-12-14,TRUE,442150,348500,93650,266131.28,255446.36,0,10684.92,266131.28,266131.28,0,4041.1,0,3003.33,71260,32.9,-92.3,32.9,-92.3
22111,32.829349,-92.37565,05363113245400,2011,2012,712560000,LAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,244,244,34.8571428571429,8,2011-12-21,2012-08-21,TRUE,572275,89000,483275,552860.93,534961,258.93,17641,NA,NA,NA,3073.15,NA,2097,71256,32.95,-92.7,32.95,-92.7
22111,32.829349,-92.37565,05363113175400,2011,2011,712600000,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,1451,1451,207.285714285714,48,2011-09-13,2015-09-03,TRUE,281514.02,25000,256514.02,1097092.78,1050679.78,0,46413,1097092.78,520133.9,576958.88,5500,410,5090,71260,32.9,-92.3,32.9,-92.3
22111,32.829349,-92.37565,05363133085200,2013,2013,712600000,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,1066,1066,152.285714285714,35,2013-05-28,2016-04-28,TRUE,109550,69000,40550,631126,351409,0,279717,631126,631126,0,3596,3596,1857.5,71260,32.9,-92.3,32.9,-92.3
22111,32.829349,-92.37565,05363113037700,2011,2011,712230067,LAW,n,1500000,dismiss,N,n,n,NA,A,i,v,12,12,12,0,3840,3840,548.571428571429,126,2011-03-04,2021-09-07,TRUE,565300,400000,165300,1248905.02,1082000,20873.12,146031.9,1248905.02,1228031.9,20873.12,2500,0,2250,71223,32.9,-91.68,32.9,-91.68
22113,29.789722,-92.291568,05364075060900,2007,2007,705330000,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,13,13,0,531,531,75.8571428571429,18,2007-05-25,2008-11-06,TRUE,360500,50000,310500,884289,788371,0,95918,884289,884289,0,35067.42,0,33150.53,70533,29.9,-92,29.9,-92
22113,29.789722,-92.291568,05364065114000,2006,2007,705330000,LAW,n,1500000,discharge,N,n,y,n,A,i,v,12,12,12,0,2945,2945,420.714285714286,97,2006-12-22,2015-01-14,TRUE,722000,100000,622000,851297.11,837322.24,0,13974.87,851297.11,851297.11,0,31514.9,31514.9,26857.45,70533,29.9,-92,29.9,-92
22113,29.789722,-92.291568,05364075000500,2007,2007,705100000,LAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2934,2934,419.142857142857,96,2007-01-02,2015-01-14,TRUE,375300,110000,265300,957506.16,933705.16,0,23801,957506.16,957506.16,0,43618.66,0,36035.65,70510,29.9,-92.3,29.9,-92.3
22113,29.789722,-92.291568,05364075055800,2007,2007,705100000,LAW,n,1500000,discharge,N,n,n,NA,A,i,v,12,12,12,0,2801,2801,400.142857142857,92,2007-05-15,2015-01-14,TRUE,336700,0,336700,794850.58,749850.58,0,45000,794850.58,794850.58,0,40054,0,34605.8,70510,29.9,-92.3,29.9,-92.3
22113,29.789722,-92.291568,05364875054900,1987,1987,705480000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13336,13336,1905.14285714286,438,1987-03-27,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70548,29.8,-92.3,29.8,-92.3
22113,29.789722,-92.291568,05364875056400,1987,1987,705480000,LAW,NA,1500000,NA,NA,n,y,n,1,i,v,12,12,NA,0,13332,13332,1904.57142857143,438,1987-03-31,2023-09-30,TRUE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70548,29.8,-92.3,29.8,-92.3
22113,29.789722,-92.291568,05364145102700,2014,2014,705480000,LAW,n,1500000,dismiss,N,n,y,n,A,i,v,12,12,12,0,1044,1044,149.142857142857,34,2014-08-20,2017-06-29,TRUE,1036101,539100,497001,1384068,1224939,0,159129,1384068,1384068,0,4045,0,4377,70548,29.8,-92.3,29.8,-92.3
