DATE,DISTRICT,STATE,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13
2014-06-30,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,448,183,6,0,259,27,19,5,0,3,421,164,1,256
2014-06-30,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,1125,435,24,2,664,64,33,23,2,6,1061,402,1,658
2014-06-30,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,868,295,22,0,551,57,32,20,0,5,811,263,2,546
2014-06-30,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,722,357,8,0,357,61,46,6,0,9,661,311,2,348
2014-06-30,UTAH,UTAH,TENTH CIRCUIT,1148,770,1,0,377,20,19,1,0,0,1128,751,0,377
2014-06-30,VERMONT,VERMONT,SECOND CIRCUIT,57,44,1,0,12,4,2,1,0,1,53,42,0,11
2014-06-30,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,3,1,0,0,2,0,0,0,0,0,3,1,0,2
2014-06-30,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,1482,904,13,0,565,40,27,10,0,3,1442,877,3,562
2014-06-30,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,432,291,2,0,139,10,5,2,0,3,422,286,0,136
2014-06-30,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,381,320,2,0,59,10,7,2,0,1,371,313,0,58
2014-06-30,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,1283,1017,11,0,255,43,33,8,0,2,1240,984,3,253
2014-06-30,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,98,79,0,0,19,0,0,0,0,0,98,79,0,19
2014-06-30,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,162,147,4,0,11,5,1,4,0,0,157,146,0,11
2014-06-30,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,1369,980,7,0,382,22,14,7,0,1,1347,966,0,381
2014-06-30,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,416,347,0,0,69,16,16,0,0,0,400,331,0,69
2014-06-30,WYOMING,WYOMING,TENTH CIRCUIT,87,78,0,0,9,1,1,0,0,0,86,77,0,9
2014-07-31,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,722,144,3,0,575,13,8,2,0,3,709,136,1,572
2014-07-31,ALABAMA NORTHERN,ALABAMA,ELEVENTH CIRCUIT,1160,526,3,0,631,20,17,3,0,0,1140,509,0,631
2014-07-31,ALABAMA SOUTHERN,ALABAMA,ELEVENTH CIRCUIT,360,104,2,0,254,9,7,1,0,1,351,97,1,253
2014-07-31,ALASKA,ALASKA,NINTH CIRCUIT,41,38,0,0,3,1,0,0,0,1,40,38,0,2
2014-07-31,ARIZONA,ARIZONA,NINTH CIRCUIT,1857,1602,17,1,237,49,40,6,1,2,1808,1562,11,235
2014-07-31,ARKANSAS EASTERN,ARKANSAS,EIGHTH CIRCUIT,620,263,0,0,357,6,3,0,0,3,614,260,0,354
2014-07-31,ARKANSAS WESTERN,ARKANSAS,EIGHTH CIRCUIT,321,172,4,0,145,11,5,4,0,2,310,167,0,143
2014-07-31,CALIFORNIA CENTRAL,CALIFORNIA,NINTH CIRCUIT,4870,3857,35,0,978,149,126,19,0,4,4721,3731,16,974
2014-07-31,CALIFORNIA EASTERN,CALIFORNIA,NINTH CIRCUIT,1706,1396,3,5,302,43,26,2,5,10,1663,1370,1,292
2014-07-31,CALIFORNIA NORTHERN,CALIFORNIA,NINTH CIRCUIT,1137,675,5,0,457,58,46,4,0,8,1079,629,1,449
2014-07-31,CALIFORNIA SOUTHERN,CALIFORNIA,NINTH CIRCUIT,917,742,1,0,174,34,32,0,0,2,883,710,1,172
2014-07-31,COLORADO,COLORADO,TENTH CIRCUIT,1589,1353,6,0,230,37,31,6,0,0,1552,1322,0,230
2014-07-31,CONNECTICUT,CONNECTICUT,SECOND CIRCUIT,597,485,4,0,108,27,23,3,0,1,570,462,1,107
2014-07-31,DELAWARE,DELAWARE,THIRD CIRCUIT,222,142,22,0,50,40,9,22,0,1,182,133,0,49
2014-07-31,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC CIRCUIT,68,49,1,0,18,2,0,1,0,1,66,49,0,17
2014-07-31,FLORIDA MIDDLE,FLORIDA,ELEVENTH CIRCUIT,2559,1791,28,1,738,108,76,21,1,9,2451,1715,7,729
2014-07-31,FLORIDA NORTHERN,FLORIDA,ELEVENTH CIRCUIT,255,205,6,0,44,14,8,6,0,0,241,197,0,44
2014-07-31,FLORIDA SOUTHERN,FLORIDA,ELEVENTH CIRCUIT,2477,1453,23,1,1000,70,47,18,1,4,2407,1406,5,996
2014-07-31,GEORGIA MIDDLE,GEORGIA,ELEVENTH CIRCUIT,830,236,2,1,591,16,9,2,1,4,814,227,0,587
2014-07-31,GEORGIA NORTHERN,GEORGIA,ELEVENTH CIRCUIT,2781,1591,8,1,1181,59,49,7,1,2,2722,1542,1,1179
2014-07-31,GEORGIA SOUTHERN,GEORGIA,ELEVENTH CIRCUIT,758,141,0,0,617,16,15,0,0,1,742,126,0,616
2014-07-31,GUAM,GUAM,NINTH CIRCUIT,10,8,0,0,2,1,1,0,0,0,9,7,0,2
2014-07-31,HAWAII,HAWAII,NINTH CIRCUIT,157,108,1,0,48,3,3,0,0,0,154,105,1,48
2014-07-31,IDAHO,IDAHO,NINTH CIRCUIT,428,386,1,1,40,11,8,1,1,1,417,378,0,39
2014-07-31,ILLINOIS CENTRAL,ILLINOIS,SEVENTH CIRCUIT,481,386,1,0,94,14,12,1,0,1,467,374,0,93
2014-07-31,ILLINOIS NORTHERN,ILLINOIS,SEVENTH CIRCUIT,4263,2611,17,1,1634,89,70,16,1,2,4174,2541,1,1632
2014-07-31,ILLINOIS SOUTHERN,ILLINOIS,SEVENTH CIRCUIT,362,217,2,0,143,5,3,2,0,0,357,214,0,143
2014-07-31,INDIANA NORTHERN,INDIANA,SEVENTH CIRCUIT,1071,802,2,0,267,6,4,1,0,1,1065,798,1,266
2014-07-31,INDIANA SOUTHERN,INDIANA,SEVENTH CIRCUIT,1561,1075,7,1,478,33,24,7,1,1,1528,1051,0,477
2014-07-31,IOWA NORTHERN,IOWA,EIGHTH CIRCUIT,162,148,1,0,13,8,7,1,0,0,154,141,0,13
2014-07-31,IOWA SOUTHERN,IOWA,EIGHTH CIRCUIT,284,255,0,0,29,4,2,0,0,2,280,253,0,27
2014-07-31,KANSAS,KANSAS,TENTH CIRCUIT,695,416,3,0,276,14,10,3,0,1,681,406,0,275
2014-07-31,KENTUCKY EASTERN,KENTUCKY,SIXTH CIRCUIT,664,476,0,0,188,6,5,0,0,1,658,471,0,187
2014-07-31,KENTUCKY WESTERN,KENTUCKY,SIXTH CIRCUIT,718,511,5,0,202,12,6,5,0,1,706,505,0,201
2014-07-31,LOUISIANA EASTERN,LOUISIANA,FIFTH CIRCUIT,322,152,2,0,168,7,6,1,0,0,315,146,1,168
2014-07-31,LOUISIANA MIDDLE,LOUISIANA,FIFTH CIRCUIT,147,81,2,0,64,4,2,2,0,0,143,79,0,64
2014-07-31,LOUISIANA WESTERN,LOUISIANA,FIFTH CIRCUIT,986,155,33,1,797,37,2,32,1,2,949,153,1,795
2014-07-31,MAINE,MAINE,FIRST CIRCUIT,189,156,0,0,33,7,6,0,0,1,182,150,0,32
2014-07-31,MARYLAND,MARYLAND,FOURTH CIRCUIT,1706,1201,16,0,489,42,30,12,0,0,1664,1171,4,489
2014-07-31,MASSACHUSETTS,MASSACHUSETTS,FIRST CIRCUIT,893,662,10,3,218,40,23,10,3,4,853,639,0,214
2014-07-31,MICHIGAN EASTERN,MICHIGAN,SIXTH CIRCUIT,2194,1707,6,1,480,32,24,5,1,2,2162,1683,1,478
2014-07-31,MICHIGAN WESTERN,MICHIGAN,SIXTH CIRCUIT,719,589,1,0,129,24,19,1,0,4,695,570,0,125
2014-07-31,MINNESOTA,MINNESOTA,EIGHTH CIRCUIT,990,837,4,0,149,27,19,4,0,4,963,818,0,145
2014-07-31,MISSISSIPPI NORTHERN,MISSISSIPPI,FIFTH CIRCUIT,367,150,0,0,217,2,1,0,0,1,365,149,0,216
2014-07-31,MISSISSIPPI SOUTHERN,MISSISSIPPI,FIFTH CIRCUIT,504,231,3,0,270,14,12,2,0,0,490,219,1,270
2014-07-31,MISSOURI EASTERN,MISSOURI,EIGHTH CIRCUIT,985,647,2,0,336,9,6,2,0,1,976,641,0,335
2014-07-31,MISSOURI WESTERN,MISSOURI,EIGHTH CIRCUIT,820,595,7,0,218,16,8,6,0,2,804,587,1,216
2014-07-31,MONTANA,MONTANA,NINTH CIRCUIT,120,103,0,0,17,4,4,0,0,0,116,99,0,17
2014-07-31,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,399,273,2,0,124,11,8,2,0,1,388,265,0,123
2014-07-31,NEVADA,NEVADA,NINTH CIRCUIT,940,787,17,0,136,35,19,13,0,3,905,768,4,133
2014-07-31,NEW HAMPSHIRE,NEW HAMPSHIRE,FIRST CIRCUIT,200,162,3,0,35,16,12,3,0,1,184,150,0,34
2014-07-31,NEW JERSEY,NEW JERSEY,THIRD CIRCUIT,2440,1756,47,0,633,106,50,44,0,8,2334,1706,3,625
2014-07-31,NEW MEXICO,NEW MEXICO,TENTH CIRCUIT,350,318,4,0,28,13,9,3,0,1,337,309,1,27
2014-07-31,NEW YORK EASTERN,NEW YORK,SECOND CIRCUIT,1128,939,22,0,167,56,32,21,0,3,1072,907,1,164
2014-07-31,NEW YORK NORTHERN,NEW YORK,SECOND CIRCUIT,600,466,1,0,133,8,6,1,0,1,592,460,0,132
2014-07-31,NEW YORK SOUTHERN,NEW YORK,SECOND CIRCUIT,677,516,21,1,138,44,20,18,1,4,633,496,3,134
2014-07-31,NEW YORK WESTERN,NEW YORK,SECOND CIRCUIT,375,268,1,0,106,11,5,1,0,5,364,263,0,101
2014-07-31,NORTH CAROLINA EASTERN,NORTH CAROLINA,FOURTH CIRCUIT,657,221,14,1,421,24,11,11,1,1,633,210,3,420
2014-07-31,NORTH CAROLINA MIDDLE,NORTH CAROLINA,FOURTH CIRCUIT,399,159,1,0,239,10,8,1,0,1,389,151,0,238
2014-07-31,NORTH CAROLINA WESTERN,NORTH CAROLINA,FOURTH CIRCUIT,401,223,7,0,171,17,10,6,0,1,384,213,1,170
2014-07-31,NORTH DAKOTA,NORTH DAKOTA,EIGHTH CIRCUIT,56,47,0,0,9,1,1,0,0,0,55,46,0,9
2014-07-31,NORTHERN MARIANAS,NORTHERN MARIANA ISLANDS,NINTH CIRCUIT,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2014-07-31,OHIO NORTHERN,OHIO,SIXTH CIRCUIT,1967,1629,1,0,337,40,36,1,0,3,1927,1593,0,334
2014-07-31,OHIO SOUTHERN,OHIO,SIXTH CIRCUIT,1630,1150,2,0,478,23,19,2,0,2,1607,1131,0,476
2014-07-31,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,136,123,0,0,13,1,1,0,0,0,135,122,0,13
2014-07-31,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,242,220,0,0,22,7,7,0,0,0,235,213,0,22
2014-07-31,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,467,344,2,1,120,13,11,1,1,0,454,333,1,120
2014-07-31,OREGON,OREGON,NINTH CIRCUIT,1065,868,2,0,195,19,15,2,0,2,1046,853,0,193
2014-07-31,PENNSYLVANIA EASTERN,PENNSYLVANIA,THIRD CIRCUIT,851,530,10,0,311,32,18,10,0,4,819,512,0,307
2014-07-31,PENNSYLVANIA MIDDLE,PENNSYLVANIA,THIRD CIRCUIT,486,317,3,0,166,21,15,3,0,3,465,302,0,163
2014-07-31,PENNSYLVANIA WESTERN,PENNSYLVANIA,THIRD CIRCUIT,683,451,5,0,227,24,18,4,0,2,659,433,1,225
2014-07-31,PUERTO RICO,PUERTO RICO,FIRST CIRCUIT,937,363,14,4,556,26,6,10,4,6,911,357,4,550
2014-07-31,RHODE ISLAND,RHODE ISLAND,FIRST CIRCUIT,261,212,0,0,49,8,8,0,0,0,253,204,0,49
2014-07-31,SOUTH CAROLINA,SOUTH CAROLINA,FOURTH CIRCUIT,608,240,3,0,365,17,15,2,0,0,591,225,1,365
2014-07-31,SOUTH DAKOTA,SOUTH DAKOTA,EIGHTH CIRCUIT,113,103,0,0,10,2,2,0,0,0,111,101,0,10
2014-07-31,TENNESSEE EASTERN,TENNESSEE,SIXTH CIRCUIT,1008,492,4,0,512,11,6,4,0,1,997,486,0,511
2014-07-31,TENNESSEE MIDDLE,TENNESSEE,SIXTH CIRCUIT,921,493,8,0,420,23,17,5,0,1,898,476,3,419
2014-07-31,TENNESSEE WESTERN,TENNESSEE,SIXTH CIRCUIT,1521,347,2,0,1172,14,9,2,0,3,1507,338,0,1169
2014-07-31,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,404,213,3,0,188,24,20,3,0,1,380,193,0,187
2014-07-31,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,1062,489,9,0,564,49,35,9,0,5,1013,454,0,559
2014-07-31,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,682,304,12,1,365,51,34,10,1,6,631,270,2,359
2014-07-31,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,650,360,2,0,288,37,34,2,0,1,613,326,0,287
2014-07-31,UTAH,UTAH,TENTH CIRCUIT,1157,744,1,0,412,18,15,1,0,2,1139,729,0,410
2014-07-31,VERMONT,VERMONT,SECOND CIRCUIT,57,45,0,0,12,5,2,0,0,3,52,43,0,9
2014-07-31,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,2,1,0,0,1,0,0,0,0,0,2,1,0,1
2014-07-31,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,1516,916,7,0,593,41,33,7,0,1,1475,883,0,592
2014-07-31,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,493,296,2,0,195,7,6,1,0,0,486,290,1,195
2014-07-31,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,389,299,1,0,89,4,3,1,0,0,385,296,0,89
2014-07-31,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,1431,1115,10,0,306,49,38,7,0,4,1382,1077,3,302
2014-07-31,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,104,90,1,0,13,6,5,1,0,0,98,85,0,13
2014-07-31,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,187,167,1,0,19,4,3,1,0,0,183,164,0,19
2014-07-31,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,1391,1038,1,1,351,14,12,1,1,0,1377,1026,0,351
2014-07-31,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,470,390,1,2,77,21,15,1,2,3,449,375,0,74
2014-07-31,WYOMING,WYOMING,TENTH CIRCUIT,80,69,0,0,11,2,2,0,0,0,78,67,0,11
2014-08-31,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,687,130,0,0,557,5,5,0,0,0,682,125,0,557
2014-08-31,ALABAMA NORTHERN,ALABAMA,ELEVENTH CIRCUIT,1051,510,2,0,539,24,22,2,0,0,1027,488,0,539
2014-08-31,ALABAMA SOUTHERN,ALABAMA,ELEVENTH CIRCUIT,381,111,1,0,269,2,1,1,0,0,379,110,0,269
2014-08-31,ALASKA,ALASKA,NINTH CIRCUIT,35,24,0,0,11,3,3,0,0,0,32,21,0,11
2014-08-31,ARIZONA,ARIZONA,NINTH CIRCUIT,1688,1437,22,0,229,48,34,14,0,0,1640,1403,8,229
2014-08-31,ARKANSAS EASTERN,ARKANSAS,EIGHTH CIRCUIT,564,229,1,1,333,13,8,1,1,3,551,221,0,330
2014-08-31,ARKANSAS WESTERN,ARKANSAS,EIGHTH CIRCUIT,306,159,2,0,145,11,7,2,0,2,295,152,0,143
2014-08-31,CALIFORNIA CENTRAL,CALIFORNIA,NINTH CIRCUIT,4703,3703,51,0,949,193,151,34,0,8,4510,3552,17,941
2014-08-31,CALIFORNIA EASTERN,CALIFORNIA,NINTH CIRCUIT,1668,1326,4,0,338,42,34,1,0,7,1626,1292,3,331
2014-08-31,CALIFORNIA NORTHERN,CALIFORNIA,NINTH CIRCUIT,1114,657,20,0,437,57,35,13,0,9,1057,622,7,428
2014-08-31,CALIFORNIA SOUTHERN,CALIFORNIA,NINTH CIRCUIT,910,757,5,0,148,44,31,5,0,8,866,726,0,140
2014-08-31,COLORADO,COLORADO,TENTH CIRCUIT,1496,1243,6,1,246,48,40,6,1,1,1448,1203,0,245
2014-08-31,CONNECTICUT,CONNECTICUT,SECOND CIRCUIT,578,477,7,0,94,28,20,6,0,2,550,457,1,92
2014-08-31,DELAWARE,DELAWARE,THIRD CIRCUIT,202,112,27,1,62,32,4,27,1,0,170,108,0,62
2014-08-31,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC CIRCUIT,68,54,3,0,11,6,3,3,0,0,62,51,0,11
2014-08-31,FLORIDA MIDDLE,FLORIDA,ELEVENTH CIRCUIT,3015,2056,56,1,902,143,78,55,1,9,2872,1978,1,893
2014-08-31,FLORIDA NORTHERN,FLORIDA,ELEVENTH CIRCUIT,251,196,4,0,51,14,10,4,0,0,237,186,0,51
2014-08-31,FLORIDA SOUTHERN,FLORIDA,ELEVENTH CIRCUIT,2349,1342,13,1,993,54,41,8,1,4,2295,1301,5,989
2014-08-31,GEORGIA MIDDLE,GEORGIA,ELEVENTH CIRCUIT,866,209,5,0,652,14,7,4,0,3,852,202,1,649
2014-08-31,GEORGIA NORTHERN,GEORGIA,ELEVENTH CIRCUIT,3273,1628,19,4,1622,79,54,17,4,4,3194,1574,2,1618
2014-08-31,GEORGIA SOUTHERN,GEORGIA,ELEVENTH CIRCUIT,799,146,0,1,652,10,8,0,1,1,789,138,0,651
2014-08-31,GUAM,GUAM,NINTH CIRCUIT,11,9,0,0,2,2,2,0,0,0,9,7,0,2
2014-08-31,HAWAII,HAWAII,NINTH CIRCUIT,138,93,1,0,44,3,1,1,0,1,135,92,0,43
2014-08-31,IDAHO,IDAHO,NINTH CIRCUIT,364,324,2,0,38,12,10,2,0,0,352,314,0,38
2014-08-31,ILLINOIS CENTRAL,ILLINOIS,SEVENTH CIRCUIT,468,366,3,0,99,9,7,2,0,0,459,359,1,99
2014-08-31,ILLINOIS NORTHERN,ILLINOIS,SEVENTH CIRCUIT,4134,2464,21,0,1649,81,54,19,0,8,4053,2410,2,1641
2014-08-31,ILLINOIS SOUTHERN,ILLINOIS,SEVENTH CIRCUIT,360,231,0,0,129,6,4,0,0,2,354,227,0,127
2014-08-31,INDIANA NORTHERN,INDIANA,SEVENTH CIRCUIT,960,708,0,0,252,9,8,0,0,1,951,700,0,251
2014-08-31,INDIANA SOUTHERN,INDIANA,SEVENTH CIRCUIT,1467,968,9,0,490,31,19,9,0,3,1436,949,0,487
2014-08-31,IOWA NORTHERN,IOWA,EIGHTH CIRCUIT,171,156,2,0,13,7,5,2,0,0,164,151,0,13
2014-08-31,IOWA SOUTHERN,IOWA,EIGHTH CIRCUIT,256,232,0,0,24,8,6,0,0,2,248,226,0,22
2014-08-31,KANSAS,KANSAS,TENTH CIRCUIT,675,379,6,0,290,22,12,6,0,4,653,367,0,286
2014-08-31,KENTUCKY EASTERN,KENTUCKY,SIXTH CIRCUIT,654,454,0,0,200,5,4,0,0,1,649,450,0,199
2014-08-31,KENTUCKY WESTERN,KENTUCKY,SIXTH CIRCUIT,651,473,1,0,177,5,4,1,0,0,646,469,0,177
2014-08-31,LOUISIANA EASTERN,LOUISIANA,FIFTH CIRCUIT,328,156,0,0,172,14,10,0,0,4,314,146,0,168
2014-08-31,LOUISIANA MIDDLE,LOUISIANA,FIFTH CIRCUIT,147,67,0,0,80,2,2,0,0,0,145,65,0,80
2014-08-31,LOUISIANA WESTERN,LOUISIANA,FIFTH CIRCUIT,871,129,5,2,735,14,5,4,2,3,857,124,1,732
2014-08-31,MAINE,MAINE,FIRST CIRCUIT,185,155,2,1,27,12,4,2,1,5,173,151,0,22
2014-08-31,MARYLAND,MARYLAND,FOURTH CIRCUIT,1602,1154,5,0,443,20,15,1,0,4,1582,1139,4,439
2014-08-31,MASSACHUSETTS,MASSACHUSETTS,FIRST CIRCUIT,782,597,7,1,177,28,18,6,1,3,754,579,1,174
2014-08-31,MICHIGAN EASTERN,MICHIGAN,SIXTH CIRCUIT,1944,1497,7,0,440,23,11,6,0,6,1921,1486,1,434
2014-08-31,MICHIGAN WESTERN,MICHIGAN,SIXTH CIRCUIT,672,538,2,1,131,16,11,2,1,2,656,527,0,129
2014-08-31,MINNESOTA,MINNESOTA,EIGHTH CIRCUIT,986,838,2,1,145,26,22,2,1,1,960,816,0,144
2014-08-31,MISSISSIPPI NORTHERN,MISSISSIPPI,FIFTH CIRCUIT,455,168,1,0,286,5,2,1,0,2,450,166,0,284
2014-08-31,MISSISSIPPI SOUTHERN,MISSISSIPPI,FIFTH CIRCUIT,501,252,7,0,242,20,12,7,0,1,481,240,0,241
2014-08-31,MISSOURI EASTERN,MISSOURI,EIGHTH CIRCUIT,1050,713,1,0,335,16,13,1,0,1,1034,700,0,334
2014-08-31,MISSOURI WESTERN,MISSOURI,EIGHTH CIRCUIT,772,523,3,1,245,13,8,3,1,1,759,515,0,244
2014-08-31,MONTANA,MONTANA,NINTH CIRCUIT,133,118,1,0,14,6,4,1,0,1,127,114,0,13
2014-08-31,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,370,247,0,0,122,10,8,0,0,1,360,239,0,121
2014-08-31,NEVADA,NEVADA,NINTH CIRCUIT,852,701,16,0,135,34,29,4,0,1,818,672,12,134
2014-08-31,NEW HAMPSHIRE,NEW HAMPSHIRE,FIRST CIRCUIT,165,123,1,0,41,14,12,1,0,1,151,111,0,40
2014-08-31,NEW JERSEY,NEW JERSEY,THIRD CIRCUIT,2247,1601,23,0,623,68,43,19,0,6,2179,1558,4,617
2014-08-31,NEW MEXICO,NEW MEXICO,TENTH CIRCUIT,279,261,3,0,15,7,4,3,0,0,272,257,0,15
2014-08-31,NEW YORK EASTERN,NEW YORK,SECOND CIRCUIT,984,842,18,0,124,38,20,17,0,1,946,822,1,123
2014-08-31,NEW YORK NORTHERN,NEW YORK,SECOND CIRCUIT,512,386,1,0,125,10,9,1,0,0,502,377,0,125
2014-08-31,NEW YORK SOUTHERN,NEW YORK,SECOND CIRCUIT,630,502,13,0,114,31,16,11,0,3,599,486,2,111
2014-08-31,NEW YORK WESTERN,NEW YORK,SECOND CIRCUIT,372,264,3,0,105,21,15,3,0,3,351,249,0,102
2014-08-31,NORTH CAROLINA EASTERN,NORTH CAROLINA,FOURTH CIRCUIT,643,184,8,1,450,26,13,6,1,6,617,171,2,444
2014-08-31,NORTH CAROLINA MIDDLE,NORTH CAROLINA,FOURTH CIRCUIT,370,158,0,0,212,8,7,0,0,1,362,151,0,211
2014-08-31,NORTH CAROLINA WESTERN,NORTH CAROLINA,FOURTH CIRCUIT,396,221,6,0,169,11,5,6,0,0,385,216,0,169
2014-08-31,NORTH DAKOTA,NORTH DAKOTA,EIGHTH CIRCUIT,60,56,0,0,4,1,1,0,0,0,59,55,0,4
2014-08-31,NORTHERN MARIANAS,NORTHERN MARIANA ISLANDS,NINTH CIRCUIT,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2014-08-31,OHIO NORTHERN,OHIO,SIXTH CIRCUIT,1780,1457,1,0,322,23,20,1,0,2,1757,1437,0,320
2014-08-31,OHIO SOUTHERN,OHIO,SIXTH CIRCUIT,1559,1109,0,0,450,19,18,0,0,1,1540,1091,0,449
2014-08-31,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,139,124,0,0,15,2,2,0,0,0,137,122,0,15
2014-08-31,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,243,220,0,0,23,3,3,0,0,0,240,217,0,23
2014-08-31,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,468,372,0,0,96,2,1,0,0,1,466,371,0,95
2014-08-31,OREGON,OREGON,NINTH CIRCUIT,971,794,2,0,175,19,14,1,0,4,952,780,1,171
2014-08-31,PENNSYLVANIA EASTERN,PENNSYLVANIA,THIRD CIRCUIT,843,516,4,0,323,23,15,4,0,4,820,501,0,319
2014-08-31,PENNSYLVANIA MIDDLE,PENNSYLVANIA,THIRD CIRCUIT,484,310,1,0,173,27,16,1,0,10,457,294,0,163
2014-08-31,PENNSYLVANIA WESTERN,PENNSYLVANIA,THIRD CIRCUIT,576,372,4,1,199,16,8,3,1,4,560,364,1,195
2014-08-31,PUERTO RICO,PUERTO RICO,FIRST CIRCUIT,926,371,13,2,540,31,13,12,2,4,895,358,1,536
2014-08-31,RHODE ISLAND,RHODE ISLAND,FIRST CIRCUIT,214,186,0,0,28,5,4,0,0,1,209,182,0,27
2014-08-31,SOUTH CAROLINA,SOUTH CAROLINA,FOURTH CIRCUIT,618,242,3,0,373,28,24,2,0,2,590,218,1,371
2014-08-31,SOUTH DAKOTA,SOUTH DAKOTA,EIGHTH CIRCUIT,91,83,0,0,8,1,1,0,0,0,90,82,0,8
2014-08-31,TENNESSEE EASTERN,TENNESSEE,SIXTH CIRCUIT,1092,558,3,0,531,9,7,1,0,1,1083,551,2,530
2014-08-31,TENNESSEE MIDDLE,TENNESSEE,SIXTH CIRCUIT,916,490,8,0,418,26,20,6,0,0,890,470,2,418
2014-08-31,TENNESSEE WESTERN,TENNESSEE,SIXTH CIRCUIT,1496,342,1,0,1153,6,6,0,0,0,1490,336,1,1153
2014-08-31,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,456,207,7,0,242,26,18,5,0,3,430,189,2,239
2014-08-31,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,1199,468,15,0,716,51,30,15,0,6,1148,438,0,710
2014-08-31,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,907,281,6,2,618,42,30,5,2,5,865,251,1,613
2014-08-31,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,718,302,6,0,410,34,25,6,0,3,684,277,0,407
2014-08-31,UTAH,UTAH,TENTH CIRCUIT,1185,750,1,0,434,11,10,1,0,0,1174,740,0,434
2014-08-31,VERMONT,VERMONT,SECOND CIRCUIT,43,36,0,0,7,5,4,0,0,1,38,32,0,6
2014-08-31,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2014-08-31,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,1476,809,8,0,659,32,20,8,0,4,1444,789,0,655
2014-08-31,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,431,277,0,0,154,9,9,0,0,0,422,268,0,154
2014-08-31,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,345,271,1,1,72,8,4,1,1,2,337,267,0,70
2014-08-31,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,1301,1007,9,0,285,27,16,8,0,3,1274,991,1,282
2014-08-31,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,116,102,3,0,11,4,1,3,0,0,112,101,0,11
2014-08-31,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,141,116,8,0,17,11,4,7,0,0,130,112,1,17
