DATE,DISTRICT,STATE,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13
2006-03-31,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,1657,1126,17,1,512,50,24,17,1,7,1607,1102,0,505
2006-03-31,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,258,223,2,0,33,13,10,2,0,1,245,213,0,32
2006-03-31,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,298,247,10,1,40,16,3,10,1,2,282,244,0,38
2006-03-31,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,1397,924,5,1,467,20,12,5,1,2,1377,912,0,465
2006-03-31,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,570,434,9,1,126,26,17,6,1,2,544,417,3,124
2006-03-31,WYOMING,WYOMING,TENTH CIRCUIT,122,103,0,0,19,10,10,0,0,0,112,93,0,19
2006-06-30,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,1177,367,3,0,807,9,5,2,0,2,1168,362,1,805
2006-06-30,ALABAMA NORTHERN,ALABAMA,ELEVENTH CIRCUIT,3050,1088,20,0,1942,35,16,15,0,4,3015,1072,5,1938
2006-06-30,ALABAMA SOUTHERN,ALABAMA,ELEVENTH CIRCUIT,688,235,3,0,450,6,4,2,0,0,682,231,1,450
2006-06-30,ALASKA,ALASKA,NINTH CIRCUIT,176,146,2,0,28,16,11,2,0,3,160,135,0,25
2006-06-30,ARIZONA,ARIZONA,NINTH CIRCUIT,2329,1990,39,0,299,68,27,36,0,4,2261,1963,3,295
2006-06-30,ARKANSAS EASTERN,ARKANSAS,EIGHTH CIRCUIT,1643,754,3,7,879,48,25,3,7,13,1595,729,0,866
2006-06-30,ARKANSAS WESTERN,ARKANSAS,EIGHTH CIRCUIT,825,427,5,3,390,29,21,4,3,1,796,406,1,389
2006-06-30,CALIFORNIA CENTRAL,CALIFORNIA,NINTH CIRCUIT,4355,3596,71,0,688,240,155,67,0,18,4115,3441,4,670
2006-06-30,CALIFORNIA EASTERN,CALIFORNIA,NINTH CIRCUIT,2286,1684,16,3,583,130,77,14,3,36,2156,1607,2,547
2006-06-30,CALIFORNIA NORTHERN,CALIFORNIA,NINTH CIRCUIT,1973,1238,22,0,713,135,96,13,0,26,1838,1142,9,687
2006-06-30,CALIFORNIA SOUTHERN,CALIFORNIA,NINTH CIRCUIT,1090,865,8,2,215,61,53,5,2,1,1029,812,3,214
2006-06-30,COLORADO,COLORADO,TENTH CIRCUIT,2688,2221,21,1,445,124,95,18,1,10,2564,2126,3,435
2006-06-30,CONNECTICUT,CONNECTICUT,SECOND CIRCUIT,1785,1462,8,0,315,33,22,8,0,3,1752,1440,0,312
2006-06-30,DELAWARE,DELAWARE,THIRD CIRCUIT,387,181,31,0,175,37,6,31,0,0,350,175,0,175
2006-06-30,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC CIRCUIT,145,80,1,0,64,8,6,1,0,1,137,74,0,63
2006-06-30,FLORIDA MIDDLE,FLORIDA,ELEVENTH CIRCUIT,3947,2441,33,2,1471,116,77,28,2,9,3831,2364,5,1462
2006-06-30,FLORIDA NORTHERN,FLORIDA,ELEVENTH CIRCUIT,498,356,3,0,139,11,8,3,0,0,487,348,0,139
2006-06-30,FLORIDA SOUTHERN,FLORIDA,ELEVENTH CIRCUIT,2061,1513,31,0,517,97,60,30,0,7,1964,1453,1,510
2006-06-30,GEORGIA MIDDLE,GEORGIA,ELEVENTH CIRCUIT,1849,669,6,7,1167,36,15,5,7,9,1813,654,1,1158
2006-06-30,GEORGIA NORTHERN,GEORGIA,ELEVENTH CIRCUIT,5940,2613,48,0,3279,213,93,40,0,80,5727,2520,8,3199
2006-06-30,GEORGIA SOUTHERN,GEORGIA,ELEVENTH CIRCUIT,1793,386,2,1,1404,28,9,2,1,16,1765,377,0,1388
2006-06-30,GUAM,GUAM,NINTH CIRCUIT,26,26,0,0,0,3,3,0,0,0,23,23,0,0
2006-06-30,HAWAII,HAWAII,NINTH CIRCUIT,274,233,4,0,36,6,3,2,0,0,268,230,2,36
2006-06-30,IDAHO,IDAHO,NINTH CIRCUIT,799,644,8,3,144,21,8,7,3,3,778,636,1,141
2006-06-30,ILLINOIS CENTRAL,ILLINOIS,SEVENTH CIRCUIT,1388,1005,2,4,377,29,18,2,4,5,1359,987,0,372
2006-06-30,ILLINOIS NORTHERN,ILLINOIS,SEVENTH CIRCUIT,5134,3417,33,1,1683,122,84,33,1,4,5012,3333,0,1679
2006-06-30,ILLINOIS SOUTHERN,ILLINOIS,SEVENTH CIRCUIT,1065,492,6,0,567,12,7,5,0,0,1053,485,1,567
2006-06-30,INDIANA NORTHERN,INDIANA,SEVENTH CIRCUIT,2112,1500,9,1,602,27,19,6,1,1,2085,1481,3,601
2006-06-30,INDIANA SOUTHERN,INDIANA,SEVENTH CIRCUIT,3759,2287,27,4,1441,91,52,26,4,9,3668,2235,1,1432
2006-06-30,IOWA NORTHERN,IOWA,EIGHTH CIRCUIT,471,432,1,2,36,33,30,0,2,1,438,402,1,35
2006-06-30,IOWA SOUTHERN,IOWA,EIGHTH CIRCUIT,772,656,2,0,114,23,16,2,0,5,749,640,0,109
2006-06-30,KANSAS,KANSAS,TENTH CIRCUIT,1774,1256,4,3,511,39,28,4,3,4,1735,1228,0,507
2006-06-30,KENTUCKY EASTERN,KENTUCKY,SIXTH CIRCUIT,1277,918,4,0,355,29,23,4,0,2,1248,895,0,353
2006-06-30,KENTUCKY WESTERN,KENTUCKY,SIXTH CIRCUIT,1782,1181,8,1,592,24,12,6,1,5,1758,1169,2,587
2006-06-30,LOUISIANA EASTERN,LOUISIANA,FIFTH CIRCUIT,404,305,6,0,93,22,14,6,0,2,382,291,0,91
2006-06-30,LOUISIANA MIDDLE,LOUISIANA,FIFTH CIRCUIT,328,200,0,0,128,5,5,0,0,0,323,195,0,128
2006-06-30,LOUISIANA WESTERN,LOUISIANA,FIFTH CIRCUIT,2201,788,25,4,1384,109,31,24,4,50,2092,757,1,1334
2006-06-30,MAINE,MAINE,FIRST CIRCUIT,324,264,8,0,52,25,15,8,0,2,299,249,0,50
2006-06-30,MARYLAND,MARYLAND,FOURTH CIRCUIT,2435,1259,17,0,1159,81,47,16,0,18,2354,1212,1,1141
2006-06-30,MASSACHUSETTS,MASSACHUSETTS,FIRST CIRCUIT,2090,1354,38,0,698,66,34,32,0,0,2024,1320,6,698
2006-06-30,MICHIGAN EASTERN,MICHIGAN,SIXTH CIRCUIT,6133,3769,28,2,2332,124,83,26,2,11,6009,3686,2,2321
2006-06-30,MICHIGAN WESTERN,MICHIGAN,SIXTH CIRCUIT,1856,1479,11,3,363,57,36,11,3,7,1799,1443,0,356
2006-06-30,MINNESOTA,MINNESOTA,EIGHTH CIRCUIT,1964,1484,10,1,468,85,66,7,1,10,1879,1418,3,458
2006-06-30,MISSISSIPPI NORTHERN,MISSISSIPPI,FIFTH CIRCUIT,897,445,9,2,441,23,12,9,2,0,874,433,0,441
2006-06-30,MISSISSIPPI SOUTHERN,MISSISSIPPI,FIFTH CIRCUIT,1284,669,7,4,604,28,14,7,4,3,1256,655,0,601
2006-06-30,MISSOURI EASTERN,MISSOURI,EIGHTH CIRCUIT,1937,1282,2,0,653,27,25,1,0,1,1910,1257,1,652
2006-06-30,MISSOURI WESTERN,MISSOURI,EIGHTH CIRCUIT,1994,1391,6,0,597,39,28,6,0,5,1955,1363,0,592
2006-06-30,MONTANA,MONTANA,NINTH CIRCUIT,565,505,4,2,54,10,4,4,2,0,555,501,0,54
2006-06-30,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,1033,688,4,8,333,45,29,3,8,5,988,659,1,328
2006-06-30,NEVADA,NEVADA,NINTH CIRCUIT,1422,1004,16,0,402,34,18,14,0,2,1388,986,2,400
2006-06-30,NEW HAMPSHIRE,NEW HAMPSHIRE,FIRST CIRCUIT,464,336,4,0,124,52,37,4,0,11,412,299,0,113
2006-06-30,NEW JERSEY,NEW JERSEY,THIRD CIRCUIT,3593,2165,30,0,1398,117,80,27,0,10,3476,2085,3,1388
2006-06-30,NEW MEXICO,NEW MEXICO,TENTH CIRCUIT,636,554,7,0,75,27,19,7,0,1,609,535,0,74
2006-06-30,NEW YORK EASTERN,NEW YORK,SECOND CIRCUIT,2265,1641,35,0,589,61,27,33,0,1,2204,1614,2,588
2006-06-30,NEW YORK NORTHERN,NEW YORK,SECOND CIRCUIT,2080,1364,5,1,710,43,22,5,1,15,2037,1342,0,695
2006-06-30,NEW YORK SOUTHERN,NEW YORK,SECOND CIRCUIT,1534,1206,77,0,245,118,39,72,0,1,1416,1167,5,244
2006-06-30,NEW YORK WESTERN,NEW YORK,SECOND CIRCUIT,1941,1307,5,1,628,53,41,5,1,6,1888,1266,0,622
2006-06-30,NORTH CAROLINA EASTERN,NORTH CAROLINA,FOURTH CIRCUIT,1539,738,12,1,788,35,10,12,1,12,1504,728,0,776
2006-06-30,NORTH CAROLINA MIDDLE,NORTH CAROLINA,FOURTH CIRCUIT,1315,588,3,0,724,41,31,3,0,7,1274,557,0,717
2006-06-30,NORTH CAROLINA WESTERN,NORTH CAROLINA,FOURTH CIRCUIT,1299,662,5,0,632,24,18,4,0,2,1275,644,1,630
2006-06-30,NORTH DAKOTA,NORTH DAKOTA,EIGHTH CIRCUIT,175,146,0,0,29,4,4,0,0,0,171,142,0,29
2006-06-30,NORTHERN MARIANAS,NORTHERN MARIANA ISLANDS,NINTH CIRCUIT,8,8,0,0,0,1,1,0,0,0,7,7,0,0
2006-06-30,OHIO NORTHERN,OHIO,SIXTH CIRCUIT,4693,3248,19,1,1425,146,96,18,1,31,4547,3152,1,1394
2006-06-30,OHIO SOUTHERN,OHIO,SIXTH CIRCUIT,4455,2858,11,0,1586,92,47,11,0,34,4363,2811,0,1552
2006-06-30,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,264,212,0,2,50,7,4,0,2,1,257,208,0,49
2006-06-30,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,534,454,2,1,77,20,15,2,1,2,514,439,0,75
2006-06-30,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,960,676,0,1,283,16,14,0,1,1,944,662,0,282
2006-06-30,OREGON,OREGON,NINTH CIRCUIT,1999,1562,5,0,432,84,56,5,0,23,1915,1506,0,409
2006-06-30,PENNSYLVANIA EASTERN,PENNSYLVANIA,THIRD CIRCUIT,2029,937,12,0,1080,57,34,11,0,12,1972,903,1,1068
2006-06-30,PENNSYLVANIA MIDDLE,PENNSYLVANIA,THIRD CIRCUIT,1436,866,4,3,563,57,29,4,3,21,1379,837,0,542
2006-06-30,PENNSYLVANIA WESTERN,PENNSYLVANIA,THIRD CIRCUIT,2519,1619,29,1,870,78,40,27,1,10,2441,1579,2,860
2006-06-30,PUERTO RICO,PUERTO RICO,FIRST CIRCUIT,1252,312,18,2,920,53,23,16,2,12,1199,289,2,908
2006-06-30,RHODE ISLAND,RHODE ISLAND,FIRST CIRCUIT,397,326,2,0,69,15,12,2,0,1,382,314,0,68
2006-06-30,SOUTH CAROLINA,SOUTH CAROLINA,FOURTH CIRCUIT,1513,477,11,0,1025,24,16,7,0,1,1489,461,4,1024
2006-06-30,SOUTH DAKOTA,SOUTH DAKOTA,EIGHTH CIRCUIT,263,219,0,0,44,8,7,0,0,1,255,212,0,43
2006-06-30,TENNESSEE EASTERN,TENNESSEE,SIXTH CIRCUIT,2258,1089,5,2,1162,32,20,5,2,5,2226,1069,0,1157
2006-06-30,TENNESSEE MIDDLE,TENNESSEE,SIXTH CIRCUIT,1848,829,21,0,998,33,18,12,0,3,1815,811,9,995
2006-06-30,TENNESSEE WESTERN,TENNESSEE,SIXTH CIRCUIT,3824,768,15,0,3041,34,19,11,0,4,3790,749,4,3037
2006-06-30,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,1123,612,11,0,500,70,49,11,0,10,1053,563,0,490
2006-06-30,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,3107,1208,43,2,1854,170,96,42,2,30,2937,1112,1,1824
2006-06-30,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,2447,1077,40,3,1327,134,84,35,3,12,2313,993,5,1315
2006-06-30,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,1864,969,21,0,874,110,77,19,0,14,1754,892,2,860
2006-06-30,UTAH,UTAH,TENTH CIRCUIT,1427,958,11,1,457,53,33,10,1,9,1374,925,1,448
2006-06-30,VERMONT,VERMONT,SECOND CIRCUIT,179,135,0,1,43,5,2,0,1,2,174,133,0,41
2006-06-30,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,3,0,3,0,0,2,0,2,0,0,1,0,1,0
2006-06-30,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,2002,1077,17,0,908,40,24,14,0,2,1962,1053,3,906
2006-06-30,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,1149,705,4,0,440,8,4,4,0,0,1141,701,0,440
2006-06-30,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,878,662,5,1,210,24,13,5,1,5,854,649,0,205
2006-06-30,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,2224,1564,22,1,637,67,43,16,1,7,2157,1521,6,630
2006-06-30,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,351,304,2,0,45,22,18,2,0,2,329,286,0,43
2006-06-30,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,409,357,2,0,50,10,6,2,0,2,399,351,0,48
2006-06-30,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,2266,1643,8,0,615,37,24,7,0,6,2229,1619,1,609
2006-06-30,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,923,760,6,3,154,43,34,4,3,2,880,726,2,152
2006-06-30,WYOMING,WYOMING,TENTH CIRCUIT,203,171,3,0,29,12,9,3,0,0,191,162,0,29
2006-09-30,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,1292,307,1,0,984,15,10,1,0,4,1277,297,0,980
2006-09-30,ALABAMA NORTHERN,ALABAMA,ELEVENTH CIRCUIT,3410,1210,16,1,2183,48,24,16,1,7,3362,1186,0,2176
2006-09-30,ALABAMA SOUTHERN,ALABAMA,ELEVENTH CIRCUIT,875,225,6,0,644,13,6,5,0,2,862,219,1,642
2006-09-30,ALASKA,ALASKA,NINTH CIRCUIT,177,149,2,0,26,11,9,2,0,0,166,140,0,26
2006-09-30,ARIZONA,ARIZONA,NINTH CIRCUIT,1975,1608,31,1,335,60,30,27,1,2,1915,1578,4,333
2006-09-30,ARKANSAS EASTERN,ARKANSAS,EIGHTH CIRCUIT,1745,796,4,3,942,54,34,4,3,13,1691,762,0,929
2006-09-30,ARKANSAS WESTERN,ARKANSAS,EIGHTH CIRCUIT,899,443,2,2,452,22,12,2,2,6,877,431,0,446
2006-09-30,CALIFORNIA CENTRAL,CALIFORNIA,NINTH CIRCUIT,5042,4017,61,3,960,233,170,47,3,12,4809,3847,14,948
2006-09-30,CALIFORNIA EASTERN,CALIFORNIA,NINTH CIRCUIT,2562,1884,13,1,661,98,61,8,1,25,2464,1823,5,636
2006-09-30,CALIFORNIA NORTHERN,CALIFORNIA,NINTH CIRCUIT,2127,1227,27,0,873,109,64,14,0,31,2018,1163,13,842
2006-09-30,CALIFORNIA SOUTHERN,CALIFORNIA,NINTH CIRCUIT,1252,962,14,0,276,65,45,14,0,6,1187,917,0,270
2006-09-30,COLORADO,COLORADO,TENTH CIRCUIT,2892,2393,26,1,472,135,100,25,1,9,2757,2293,1,463
2006-09-30,CONNECTICUT,CONNECTICUT,SECOND CIRCUIT,1216,802,80,0,334,104,26,75,0,3,1112,776,5,331
2006-09-30,DELAWARE,DELAWARE,THIRD CIRCUIT,399,191,58,0,150,68,9,58,0,1,331,182,0,149
2006-09-30,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC CIRCUIT,145,80,6,0,59,9,5,4,0,0,136,75,2,59
2006-09-30,FLORIDA MIDDLE,FLORIDA,ELEVENTH CIRCUIT,4259,2641,45,0,1573,176,121,41,0,14,4083,2520,4,1559
2006-09-30,FLORIDA NORTHERN,FLORIDA,ELEVENTH CIRCUIT,597,438,7,0,152,29,22,7,0,0,568,416,0,152
2006-09-30,FLORIDA SOUTHERN,FLORIDA,ELEVENTH CIRCUIT,2107,1576,16,0,515,91,75,13,0,3,2016,1501,3,512
2006-09-30,GEORGIA MIDDLE,GEORGIA,ELEVENTH CIRCUIT,2214,692,5,1,1516,34,23,4,1,6,2180,669,1,1510
2006-09-30,GEORGIA NORTHERN,GEORGIA,ELEVENTH CIRCUIT,6689,3011,48,0,3630,264,134,44,0,86,6425,2877,4,3544
2006-09-30,GEORGIA SOUTHERN,GEORGIA,ELEVENTH CIRCUIT,2074,395,3,3,1673,22,5,3,3,11,2052,390,0,1662
2006-09-30,GUAM,GUAM,NINTH CIRCUIT,44,40,0,0,4,0,0,0,0,0,44,40,0,4
2006-09-30,HAWAII,HAWAII,NINTH CIRCUIT,256,204,2,0,50,8,6,2,0,0,248,198,0,50
2006-09-30,IDAHO,IDAHO,NINTH CIRCUIT,802,635,2,4,161,16,8,2,4,2,786,627,0,159
2006-09-30,ILLINOIS CENTRAL,ILLINOIS,SEVENTH CIRCUIT,1495,1092,5,0,398,38,31,5,0,2,1457,1061,0,396
2006-09-30,ILLINOIS NORTHERN,ILLINOIS,SEVENTH CIRCUIT,5396,3274,29,0,2092,135,100,29,0,5,5261,3174,0,2087
2006-09-30,ILLINOIS SOUTHERN,ILLINOIS,SEVENTH CIRCUIT,1151,487,8,0,656,9,2,7,0,0,1142,485,1,656
2006-09-30,INDIANA NORTHERN,INDIANA,SEVENTH CIRCUIT,2378,1649,10,0,719,34,20,9,0,5,2344,1629,1,714
2006-09-30,INDIANA SOUTHERN,INDIANA,SEVENTH CIRCUIT,3974,2482,11,0,1481,65,47,10,0,8,3909,2435,1,1473
2006-09-30,IOWA NORTHERN,IOWA,EIGHTH CIRCUIT,516,477,1,0,38,42,38,1,0,3,474,439,0,35
2006-09-30,IOWA SOUTHERN,IOWA,EIGHTH CIRCUIT,891,775,1,0,115,27,25,1,0,1,864,750,0,114
2006-09-30,KANSAS,KANSAS,TENTH CIRCUIT,1817,1184,4,7,622,39,22,4,7,6,1778,1162,0,616
2006-09-30,KENTUCKY EASTERN,KENTUCKY,SIXTH CIRCUIT,1577,1095,5,2,475,23,13,5,2,3,1554,1082,0,472
2006-09-30,KENTUCKY WESTERN,KENTUCKY,SIXTH CIRCUIT,1984,1325,11,1,647,38,23,11,1,3,1946,1302,0,644
2006-09-30,LOUISIANA EASTERN,LOUISIANA,FIFTH CIRCUIT,508,333,7,0,168,13,7,6,0,0,495,326,1,168
2006-09-30,LOUISIANA MIDDLE,LOUISIANA,FIFTH CIRCUIT,415,210,4,0,201,11,7,4,0,0,404,203,0,201
2006-09-30,LOUISIANA WESTERN,LOUISIANA,FIFTH CIRCUIT,2298,563,10,4,1721,80,17,10,4,49,2218,546,0,1672
2006-09-30,MAINE,MAINE,FIRST CIRCUIT,377,302,2,1,72,22,16,2,1,3,355,286,0,69
2006-09-30,MARYLAND,MARYLAND,FOURTH CIRCUIT,2555,1393,31,0,1131,112,60,26,0,26,2443,1333,5,1105
2006-09-30,MASSACHUSETTS,MASSACHUSETTS,FIRST CIRCUIT,2278,1510,25,2,741,54,31,19,2,2,2224,1479,6,739
2006-09-30,MICHIGAN EASTERN,MICHIGAN,SIXTH CIRCUIT,7560,4594,44,4,2918,143,97,38,4,4,7417,4497,6,2914
2006-09-30,MICHIGAN WESTERN,MICHIGAN,SIXTH CIRCUIT,1996,1542,7,0,447,67,55,7,0,5,1929,1487,0,442
2006-09-30,MINNESOTA,MINNESOTA,EIGHTH CIRCUIT,2179,1618,10,1,549,97,76,8,1,11,2082,1542,2,538
2006-09-30,MISSISSIPPI NORTHERN,MISSISSIPPI,FIFTH CIRCUIT,1079,466,4,0,609,32,24,4,0,4,1047,442,0,605
2006-09-30,MISSISSIPPI SOUTHERN,MISSISSIPPI,FIFTH CIRCUIT,1527,677,6,3,841,23,11,6,3,3,1504,666,0,838
2006-09-30,MISSOURI EASTERN,MISSOURI,EIGHTH CIRCUIT,2153,1267,10,0,876,30,19,9,0,2,2123,1248,1,874
2006-09-30,MISSOURI WESTERN,MISSOURI,EIGHTH CIRCUIT,2339,1615,11,7,706,47,26,10,7,4,2292,1589,1,702
2006-09-30,MONTANA,MONTANA,NINTH CIRCUIT,433,352,0,0,81,7,6,0,0,1,426,346,0,80
2006-09-30,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,1145,794,4,4,343,50,35,4,4,7,1095,759,0,336
2006-09-30,NEVADA,NEVADA,NINTH CIRCUIT,1571,999,24,0,548,55,31,23,0,1,1516,968,1,547
2006-09-30,NEW HAMPSHIRE,NEW HAMPSHIRE,FIRST CIRCUIT,550,417,2,1,130,63,48,1,1,13,487,369,1,117
2006-09-30,NEW JERSEY,NEW JERSEY,THIRD CIRCUIT,3612,2132,44,0,1436,121,76,38,0,7,3491,2056,6,1429
2006-09-30,NEW MEXICO,NEW MEXICO,TENTH CIRCUIT,635,553,4,0,78,20,13,4,0,3,615,540,0,75
2006-09-30,NEW YORK EASTERN,NEW YORK,SECOND CIRCUIT,2362,1754,30,0,578,61,28,27,0,6,2301,1726,3,572
2006-09-30,NEW YORK NORTHERN,NEW YORK,SECOND CIRCUIT,1994,1370,9,1,614,43,21,9,1,12,1951,1349,0,602
2006-09-30,NEW YORK SOUTHERN,NEW YORK,SECOND CIRCUIT,1499,1169,57,0,249,113,34,54,0,1,1386,1135,3,248
2006-09-30,NEW YORK WESTERN,NEW YORK,SECOND CIRCUIT,1980,1295,5,0,680,48,36,4,0,8,1932,1259,1,672
2006-09-30,NORTH CAROLINA EASTERN,NORTH CAROLINA,FOURTH CIRCUIT,1819,782,12,0,1025,32,14,12,0,6,1787,768,0,1019
2006-09-30,NORTH CAROLINA MIDDLE,NORTH CAROLINA,FOURTH CIRCUIT,1359,570,4,1,784,34,24,4,1,5,1325,546,0,779
2006-09-30,NORTH CAROLINA WESTERN,NORTH CAROLINA,FOURTH CIRCUIT,1325,712,5,1,607,26,17,4,1,4,1299,695,1,603
2006-09-30,NORTH DAKOTA,NORTH DAKOTA,EIGHTH CIRCUIT,222,192,0,0,30,13,13,0,0,0,209,179,0,30
2006-09-30,NORTHERN MARIANAS,NORTHERN MARIANA ISLANDS,NINTH CIRCUIT,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2006-09-30,OHIO NORTHERN,OHIO,SIXTH CIRCUIT,5312,3562,30,2,1718,148,100,28,2,18,5164,3462,2,1700
2006-09-30,OHIO SOUTHERN,OHIO,SIXTH CIRCUIT,4735,2890,17,1,1827,111,72,16,1,22,4624,2818,1,1805
2006-09-30,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,359,293,1,0,65,6,5,1,0,0,353,288,0,65
2006-09-30,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,577,497,2,0,78,22,17,2,0,3,555,480,0,75
2006-09-30,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,1176,810,3,3,360,19,12,3,3,1,1157,798,0,359
2006-09-30,OREGON,OREGON,NINTH CIRCUIT,2306,1777,5,4,520,87,55,5,4,23,2219,1722,0,497
2006-09-30,PENNSYLVANIA EASTERN,PENNSYLVANIA,THIRD CIRCUIT,2294,1087,15,0,1192,58,36,14,0,8,2236,1051,1,1184
2006-09-30,PENNSYLVANIA MIDDLE,PENNSYLVANIA,THIRD CIRCUIT,1557,894,16,1,646,45,15,16,1,13,1512,879,0,633
2006-09-30,PENNSYLVANIA WESTERN,PENNSYLVANIA,THIRD CIRCUIT,2770,1806,35,2,927,98,57,30,2,9,2672,1749,5,918
2006-09-30,PUERTO RICO,PUERTO RICO,FIRST CIRCUIT,1567,387,21,5,1154,66,16,20,5,25,1501,371,1,1129
2006-09-30,RHODE ISLAND,RHODE ISLAND,FIRST CIRCUIT,433,346,1,0,86,14,13,1,0,0,419,333,0,86
2006-09-30,SOUTH CAROLINA,SOUTH CAROLINA,FOURTH CIRCUIT,1604,442,11,0,1151,28,17,9,0,2,1576,425,2,1149
2006-09-30,SOUTH DAKOTA,SOUTH DAKOTA,EIGHTH CIRCUIT,253,216,0,2,35,15,11,0,2,2,238,205,0,33
2006-09-30,TENNESSEE EASTERN,TENNESSEE,SIXTH CIRCUIT,2507,1166,6,3,1332,29,19,5,3,2,2478,1147,1,1330
2006-09-30,TENNESSEE MIDDLE,TENNESSEE,SIXTH CIRCUIT,2214,934,17,0,1263,34,22,11,0,1,2180,912,6,1262
2006-09-30,TENNESSEE WESTERN,TENNESSEE,SIXTH CIRCUIT,4784,945,10,0,3829,31,17,9,0,5,4753,928,1,3824
2006-09-30,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,1304,627,15,0,662,84,62,14,0,8,1220,565,1,654
2006-09-30,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,3505,1350,45,1,2109,201,119,44,1,37,3304,1231,1,2072
2006-09-30,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,3188,1224,44,4,1916,156,99,36,4,17,3032,1125,8,1899
2006-09-30,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,2136,1083,28,0,1025,132,91,27,0,14,2004,992,1,1011
2006-09-30,UTAH,UTAH,TENTH CIRCUIT,1471,936,7,0,528,39,28,6,0,5,1432,908,1,523
2006-09-30,VERMONT,VERMONT,SECOND CIRCUIT,158,112,0,1,45,11,7,0,1,3,147,105,0,42
2006-09-30,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,8,2,3,0,3,3,1,2,0,0,5,1,1,3
2006-09-30,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,2355,1191,21,1,1142,51,29,18,1,3,2304,1162,3,1139
2006-09-30,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,1128,658,4,0,466,17,12,4,0,1,1111,646,0,465
2006-09-30,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,962,712,5,2,243,36,21,5,2,8,926,691,0,235
2006-09-30,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,2306,1540,20,0,746,74,45,18,0,11,2232,1495,2,735
2006-09-30,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,363,311,1,0,51,14,11,1,0,2,349,300,0,49
2006-09-30,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,488,422,5,0,61,9,4,5,0,0,479,418,0,61
2006-09-30,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,1989,1397,4,1,587,42,33,3,1,5,1947,1364,1,582
2006-09-30,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,1137,953,7,4,173,44,33,5,4,2,1093,920,2,171
2006-09-30,WYOMING,WYOMING,TENTH CIRCUIT,200,173,2,0,25,9,8,1,0,0,191,165,1,25
2006-12-31,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,1224,304,5,1,914,17,7,4,1,5,1207,297,1,909
