STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,month,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,TOTAL_OTHER,TOTAL_BCHAP_OTHER,CHAP_9,CHAP_15,OTHERS,QTR_ENDED,YEAR,FISCAL_YEAR,ST_ABRV
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2019-07-31,7,1400,942,0,0,458,17,14,0,NA,3,1383,928,0,455,0,0,0,0,1400,2019.3,2019,2019,OH
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2019-07-31,7,145,134,0,0,11,1,1,0,NA,0,144,133,0,11,0,0,0,0,145,2019.3,2019,2019,OK
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2019-07-31,7,227,200,1,0,26,4,3,1,NA,0,223,197,0,26,0,0,0,0,227,2019.3,2019,2019,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2019-07-31,7,485,343,3,1,138,14,8,3,NA,2,471,335,0,136,1,1,0,0,484,2019.3,2019,2019,OK
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2019-07-31,7,753,554,5,1,193,22,15,5,NA,1,731,539,0,192,1,1,0,0,752,2019.3,2019,2019,OR
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2019-07-31,7,663,336,3,0,324,16,12,3,NA,1,647,324,0,323,0,0,0,0,663,2019.3,2019,2019,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2019-07-31,7,504,317,5,0,182,13,7,5,NA,1,491,310,0,181,0,0,0,0,504,2019.3,2019,2019,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2019-07-31,7,621,407,9,2,203,29,14,8,NA,5,592,393,1,198,2,2,0,0,619,2019.3,2019,2019,PA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2019-07-31,7,603,238,7,1,357,17,6,4,NA,6,586,232,3,351,1,1,0,0,602,2019.3,2019,2019,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2019-07-31,7,190,137,0,0,53,1,1,0,NA,0,189,136,0,53,0,0,0,0,190,2019.3,2019,2019,RI
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2019-07-31,7,528,233,0,0,295,9,8,0,NA,1,519,225,0,294,0,0,0,0,528,2019.3,2019,2019,SC
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2019-07-31,7,124,106,3,1,14,6,2,3,NA,0,118,104,0,14,1,1,0,0,123,2019.3,2019,2019,SD
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2019-07-31,7,1042,557,1,1,483,10,5,1,NA,3,1032,552,0,480,1,1,0,0,1041,2019.3,2019,2019,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2019-07-31,7,711,392,3,0,316,7,6,1,NA,0,704,386,2,316,0,0,0,0,711,2019.3,2019,2019,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2019-07-31,7,1187,301,2,0,884,7,4,2,NA,1,1180,297,0,883,0,0,0,0,1187,2019.3,2019,2019,TN
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2019-07-31,7,478,242,4,0,232,30,25,4,NA,1,448,217,0,231,0,0,0,0,478,2019.3,2019,2019,TX
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2019-07-31,7,977,497,13,0,467,54,37,13,NA,4,923,460,0,463,0,0,0,0,977,2019.3,2019,2019,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2019-07-31,7,735,359,25,0,351,55,27,25,NA,3,680,332,0,348,0,0,0,0,735,2019.3,2019,2019,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2019-07-31,7,699,409,10,0,280,49,37,10,NA,2,650,372,0,278,0,0,0,0,699,2019.3,2019,2019,TX
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2019-07-31,7,879,547,2,0,330,19,16,2,NA,1,860,531,0,329,0,0,0,0,879,2019.3,2019,2019,UT
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2019-07-31,7,36,25,0,0,11,3,3,0,NA,0,33,22,0,11,0,0,0,0,36,2019.3,2019,2019,VT
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2019-07-31,7,1444,826,5,2,611,30,21,3,NA,4,1414,805,2,607,2,2,0,0,1442,2019.3,2019,2019,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2019-07-31,7,453,273,1,0,179,4,4,0,NA,0,449,269,1,179,0,0,0,0,453,2019.3,2019,2019,VA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2019-07-31,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2019.3,2019,2019,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2019-07-31,7,289,222,0,0,67,9,8,0,NA,1,280,214,0,66,0,0,0,0,289,2019.3,2019,2019,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2019-07-31,7,758,540,10,0,208,24,15,6,NA,3,734,525,4,205,0,0,0,0,758,2019.3,2019,2019,WA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2019-07-31,7,95,80,1,0,14,3,2,1,NA,0,92,78,0,14,0,0,0,0,95,2019.3,2019,2019,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2019-07-31,7,141,113,13,0,15,14,1,13,NA,0,127,112,0,15,0,0,0,0,141,2019.3,2019,2019,WV
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2019-07-31,7,988,646,2,0,340,11,9,2,NA,0,977,637,0,340,0,0,0,0,988,2019.3,2019,2019,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2019-07-31,7,340,287,1,1,51,11,7,1,NA,2,329,280,0,49,1,1,0,0,339,2019.3,2019,2019,WI
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2019-07-31,7,75,65,1,0,9,3,2,1,NA,0,72,63,0,9,0,0,0,0,75,2019.3,2019,2019,WY
ARKANSAS,ARKANSAS,AR,EIGHTH CIRCUIT,8TH,2019-07-31,7,900,407,2,1,490,18,12,2,NA,3,882,395,0,487,1,1,0,0,899,2019.3,2019,2019,AR
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2019-08-31,8,725,139,0,1,585,4,2,0,NA,1,721,137,0,584,1,1,0,0,724,2019.3,2019,2019,AL
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2019-08-31,8,1240,532,3,0,705,11,6,3,NA,2,1229,526,0,703,0,0,0,0,1240,2019.3,2019,2019,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2019-08-31,8,471,128,1,0,342,2,1,1,NA,0,469,127,0,342,0,0,0,0,471,2019.3,2019,2019,AL
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2019-08-31,8,37,27,0,0,10,5,4,0,NA,1,32,23,0,9,0,0,0,0,37,2019.3,2019,2019,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2019-08-31,8,1618,1294,22,0,302,42,23,16,NA,3,1576,1271,6,299,0,0,0,0,1618,2019.3,2019,2019,AZ
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2019-08-31,8,3382,2669,38,0,675,145,114,23,NA,8,3237,2555,15,667,0,0,0,0,3382,2019.3,2019,2019,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2019-08-31,8,1296,994,5,1,296,37,26,4,NA,6,1259,968,1,290,1,1,0,0,1295,2019.3,2019,2019,CA
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2019-08-31,8,697,426,11,1,259,32,23,7,NA,1,665,403,4,258,1,1,0,0,696,2019.3,2019,2019,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2019-08-31,8,686,563,5,0,118,27,20,5,NA,2,659,543,0,116,0,0,0,0,686,2019.3,2019,2019,CA
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2019-08-31,8,991,774,1,1,215,24,21,1,NA,1,967,753,0,214,1,1,0,0,990,2019.3,2019,2019,CO
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,2019-08-31,8,520,417,6,0,97,21,14,6,NA,1,499,403,0,96,0,0,0,0,520,2019.3,2019,2019,CT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,2019-08-31,8,214,114,48,1,51,53,4,48,NA,0,161,110,0,51,1,1,0,0,213,2019.3,2019,2019,DE
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2019-08-31,8,66,50,2,0,14,4,2,2,NA,0,62,48,0,14,0,0,0,0,66,2019.3,2019,2019,DC
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2019-08-31,8,2252,1658,32,0,562,91,55,29,NA,7,2161,1603,3,555,0,0,0,0,2252,2019.3,2019,2019,FL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2019-08-31,8,247,191,2,1,53,12,8,2,NA,1,235,183,0,52,1,1,0,0,246,2019.3,2019,2019,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2019-08-31,8,1555,893,17,0,643,53,37,13,NA,1,1502,856,4,642,2,2,0,2,1553,2019.3,2019,2019,FL
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2019-08-31,8,762,224,2,8,528,21,7,2,NA,4,741,217,0,524,8,8,0,0,754,2019.3,2019,2019,GA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2019-08-31,8,2799,1282,31,1,1485,78,40,31,NA,6,2721,1242,0,1479,1,1,0,0,2798,2019.3,2019,2019,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2019-08-31,8,617,106,2,1,508,9,5,2,NA,1,608,101,0,507,1,1,0,0,616,2019.3,2019,2019,GA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2019-08-31,8,11,11,0,0,0,0,0,0,NA,0,11,11,0,0,0,0,0,0,11,2019.3,2019,2019,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2019-08-31,8,145,88,2,0,55,6,3,2,NA,1,139,85,0,54,0,0,0,0,145,2019.3,2019,2019,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2019-08-31,8,304,271,1,2,30,7,5,0,NA,0,297,266,1,30,2,2,0,0,302,2019.3,2019,2019,ID
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2019-08-31,8,460,351,1,0,108,9,6,1,NA,2,451,345,0,106,0,0,0,0,460,2019.3,2019,2019,IL
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2019-08-31,8,3540,2212,12,0,1316,73,60,9,NA,4,3467,2152,3,1312,0,0,0,0,3540,2019.3,2019,2019,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2019-08-31,8,257,173,0,0,84,4,4,0,NA,0,253,169,0,84,0,0,0,0,257,2019.3,2019,2019,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2019-08-31,8,829,577,8,0,244,13,5,8,NA,0,816,572,0,244,0,0,0,0,829,2019.3,2019,2019,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2019-08-31,8,1275,804,3,0,468,13,9,3,NA,1,1262,795,0,467,0,0,0,0,1275,2019.3,2019,2019,IN
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2019-08-31,8,178,158,1,1,18,5,3,1,NA,0,173,155,0,18,1,1,0,0,177,2019.3,2019,2019,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2019-08-31,8,281,244,0,0,37,11,10,0,NA,1,270,234,0,36,0,0,0,0,281,2019.3,2019,2019,IA
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2019-08-31,8,661,361,7,2,291,22,10,7,NA,3,639,351,0,288,2,2,0,0,659,2019.3,2019,2019,KS
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2019-08-31,8,645,412,1,0,232,6,4,1,NA,1,639,408,0,231,0,0,0,0,645,2019.3,2019,2019,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2019-08-31,8,698,408,3,1,286,15,6,3,NA,5,683,402,0,281,1,1,0,0,697,2019.3,2019,2019,KY
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2019-08-31,8,296,131,3,0,162,13,9,3,NA,1,283,122,0,161,0,0,0,0,296,2019.3,2019,2019,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2019-08-31,8,132,72,1,0,59,5,4,1,NA,0,127,68,0,59,0,0,0,0,132,2019.3,2019,2019,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2019-08-31,8,710,151,3,0,556,14,10,3,NA,1,696,141,0,555,0,0,0,0,710,2019.3,2019,2019,LA
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2019-08-31,8,132,108,0,0,24,6,2,0,NA,4,126,106,0,20,0,0,0,0,132,2019.3,2019,2019,ME
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2019-08-31,8,1456,894,9,1,552,32,19,8,NA,4,1424,875,1,548,1,1,0,0,1455,2019.3,2019,2019,MD
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2019-08-31,8,604,388,6,1,209,30,23,3,NA,3,574,365,3,206,1,1,0,0,603,2019.3,2019,2019,MA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2019-08-31,8,2020,1478,5,0,537,25,17,4,NA,4,1995,1461,1,533,0,0,0,0,2020,2019.3,2019,2019,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2019-08-31,8,475,377,0,0,98,12,9,0,NA,3,463,368,0,95,0,0,0,0,475,2019.3,2019,2019,MI
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2019-08-31,8,871,654,3,3,211,26,20,3,NA,0,845,634,0,211,3,3,0,0,868,2019.3,2019,2019,MN
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2019-08-31,8,471,191,0,3,277,11,6,0,NA,2,460,185,0,275,3,3,0,0,468,2019.3,2019,2019,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2019-08-31,8,582,284,3,0,295,8,5,2,NA,1,574,279,1,294,0,0,0,0,582,2019.3,2019,2019,MS
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2019-08-31,8,864,548,0,1,315,7,5,0,NA,1,857,543,0,314,1,1,0,0,863,2019.3,2019,2019,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2019-08-31,8,685,417,4,1,263,13,6,4,NA,2,672,411,0,261,1,1,0,0,684,2019.3,2019,2019,MO
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2019-08-31,8,106,75,1,0,30,1,0,1,NA,0,105,75,0,30,0,0,0,0,106,2019.3,2019,2019,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2019-08-31,8,375,256,0,5,114,10,4,0,NA,1,365,252,0,113,5,5,0,0,370,2019.3,2019,2019,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2019-08-31,8,918,722,12,0,184,25,17,7,NA,1,893,705,5,183,0,0,0,0,918,2019.3,2019,2019,NV
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2019-08-31,8,150,108,0,0,42,9,7,0,NA,2,141,101,0,40,0,0,0,0,150,2019.3,2019,2019,NH
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2019-08-31,8,1973,1236,24,0,713,64,43,18,NA,3,1909,1193,6,710,0,0,0,0,1973,2019.3,2019,2019,NJ
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2019-08-31,8,256,214,4,0,38,8,5,3,NA,0,248,209,1,38,0,0,0,0,256,2019.3,2019,2019,NM
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2019-08-31,8,1229,738,27,0,464,56,35,21,NA,0,1173,703,6,464,0,0,0,0,1229,2019.3,2019,2019,NY
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2019-08-31,8,520,392,3,1,124,6,2,3,NA,0,514,390,0,124,1,1,0,0,519,2019.3,2019,2019,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2019-08-31,8,641,465,18,0,151,53,27,18,NA,1,588,438,0,150,7,7,0,7,634,2019.3,2019,2019,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2019-08-31,8,308,206,2,0,100,12,10,2,NA,0,296,196,0,100,0,0,0,0,308,2019.3,2019,2019,NY
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2019-08-31,8,544,178,6,0,360,26,8,4,NA,14,518,170,2,346,0,0,0,0,544,2019.3,2019,2019,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2019-08-31,8,343,140,1,1,201,14,11,1,NA,1,329,129,0,200,1,1,0,0,342,2019.3,2019,2019,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2019-08-31,8,336,147,3,0,186,7,3,3,NA,1,329,144,0,185,0,0,0,0,336,2019.3,2019,2019,NC
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2019-08-31,8,58,56,0,0,2,1,1,0,NA,0,57,55,0,2,0,0,0,0,58,2019.3,2019,2019,ND
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2019-08-31,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2019.3,2019,2019,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2019-08-31,8,1818,1503,3,1,311,25,20,3,NA,1,1793,1483,0,310,1,1,0,0,1817,2019.3,2019,2019,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2019-08-31,8,1439,998,0,2,439,20,17,0,NA,1,1419,981,0,438,2,2,0,0,1437,2019.3,2019,2019,OH
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2019-08-31,8,142,131,0,0,11,5,5,0,NA,0,137,126,0,11,0,0,0,0,142,2019.3,2019,2019,OK
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2019-08-31,8,231,208,0,0,23,9,9,0,NA,0,222,199,0,23,0,0,0,0,231,2019.3,2019,2019,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2019-08-31,8,479,375,2,0,102,18,14,1,NA,3,461,361,1,99,0,0,0,0,479,2019.3,2019,2019,OK
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2019-08-31,8,790,588,5,2,195,28,16,5,NA,5,762,572,0,190,2,2,0,0,788,2019.3,2019,2019,OR
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2019-08-31,8,642,319,9,2,312,26,14,8,NA,2,616,305,1,310,2,2,0,0,640,2019.3,2019,2019,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2019-08-31,8,398,238,3,0,157,6,4,2,NA,0,392,234,1,157,0,0,0,0,398,2019.3,2019,2019,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2019-08-31,8,631,389,3,1,238,18,13,3,NA,1,613,376,0,237,1,1,0,0,630,2019.3,2019,2019,PA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2019-08-31,8,678,238,10,0,430,22,6,9,NA,7,656,232,1,423,0,0,0,0,678,2019.3,2019,2019,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2019-08-31,8,184,140,0,0,44,5,5,0,NA,0,179,135,0,44,0,0,0,0,184,2019.3,2019,2019,RI
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2019-08-31,8,617,227,4,1,385,11,7,2,NA,1,606,220,2,384,1,1,0,0,616,2019.3,2019,2019,SC
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2019-08-31,8,88,76,0,0,12,5,3,0,NA,2,83,73,0,10,0,0,0,0,88,2019.3,2019,2019,SD
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2019-08-31,8,1113,648,2,0,463,13,11,2,NA,0,1100,637,0,463,0,0,0,0,1113,2019.3,2019,2019,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2019-08-31,8,762,353,5,1,403,16,12,2,NA,1,746,341,3,402,1,1,0,0,761,2019.3,2019,2019,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2019-08-31,8,1244,253,3,0,988,9,5,3,NA,1,1235,248,0,987,0,0,0,0,1244,2019.3,2019,2019,TN
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2019-08-31,8,555,244,10,0,301,23,12,9,NA,2,532,232,1,299,0,0,0,0,555,2019.3,2019,2019,TX
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2019-08-31,8,1057,476,23,0,558,64,37,22,NA,5,993,439,1,553,0,0,0,0,1057,2019.3,2019,2019,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2019-08-31,8,1014,426,38,1,549,73,31,37,NA,4,941,395,1,545,1,1,0,0,1013,2019.3,2019,2019,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2019-08-31,8,763,412,9,0,342,47,37,7,NA,3,716,375,2,339,0,0,0,0,763,2019.3,2019,2019,TX
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2019-08-31,8,853,499,3,0,351,15,13,2,NA,0,838,486,1,351,0,0,0,0,853,2019.3,2019,2019,UT
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2019-08-31,8,43,34,0,1,8,3,2,0,NA,0,40,32,0,8,1,1,0,0,42,2019.3,2019,2019,VT
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2019-08-31,8,1517,845,3,0,669,25,20,2,NA,3,1492,825,1,666,0,0,0,0,1517,2019.3,2019,2019,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2019-08-31,8,490,272,1,1,216,8,5,1,NA,1,482,267,0,215,1,1,0,0,489,2019.3,2019,2019,VA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2019-08-31,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2019.3,2019,2019,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2019-08-31,8,278,218,0,0,60,5,4,0,NA,1,273,214,0,59,0,0,0,0,278,2019.3,2019,2019,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2019-08-31,8,740,513,6,0,221,24,20,2,NA,2,716,493,4,219,0,0,0,0,740,2019.3,2019,2019,WA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2019-08-31,8,103,81,0,0,22,1,1,0,NA,0,102,80,0,22,0,0,0,0,103,2019.3,2019,2019,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2019-08-31,8,139,114,1,0,24,6,5,1,NA,0,133,109,0,24,0,0,0,0,139,2019.3,2019,2019,WV
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2019-08-31,8,1095,754,1,0,340,13,9,1,NA,3,1082,745,0,337,0,0,0,0,1095,2019.3,2019,2019,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2019-08-31,8,397,313,2,5,77,20,8,2,NA,5,377,305,0,72,5,5,0,0,392,2019.3,2019,2019,WI
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2019-08-31,8,98,85,0,0,13,0,0,0,NA,0,98,85,0,13,0,0,0,0,98,2019.3,2019,2019,WY
ARKANSAS,ARKANSAS,AR,EIGHTH CIRCUIT,8TH,2019-08-31,8,959,432,4,2,521,15,8,3,NA,2,944,424,1,519,2,2,0,0,957,2019.3,2019,2019,AR
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2019-09-30,9,708,154,0,0,554,2,2,0,NA,0,706,152,0,554,0,0,0,0,708,2019.3,2019,2019,AL
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2019-09-30,9,1102,489,4,0,609,18,15,3,NA,0,1084,474,1,609,0,0,0,0,1102,2019.3,2019,2019,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2019-09-30,9,409,85,2,0,322,2,0,2,NA,0,407,85,0,322,0,0,0,0,409,2019.3,2019,2019,AL
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2019-09-30,9,34,26,1,0,7,2,1,1,NA,0,32,25,0,7,0,0,0,0,34,2019.3,2019,2019,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2019-09-30,9,1391,1132,13,0,246,27,16,10,NA,1,1364,1116,3,245,0,0,0,0,1391,2019.3,2019,2019,AZ
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2019-09-30,9,3039,2346,30,0,663,120,92,20,NA,8,2919,2254,10,655,0,0,0,0,3039,2019.3,2019,2019,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2019-09-30,9,1121,832,5,1,283,33,24,3,NA,5,1088,808,2,278,1,1,0,0,1120,2019.3,2019,2019,CA
