STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,CHAP_9,CHAP_15,TOTAL_OTHER,TOTAL_BCHAP_OTHER,impute,YEAR,QTR_ENDED,FISCAL_YEAR,ST_ABRV
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2011-03-31,13253,10494,56,11,2692,362,261,41,11,49,12891,10233,15,2643,0,0,NA,NA,11,2011,03/31/11,2011,CA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2011-03-31,35933,26558,309,2,9064,1174,906,220,2,46,34759,25652,89,9018,0,0,NA,NA,2,2011,03/31/11,2011,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2011-03-31,5694,4552,38,1,1103,163,120,24,1,18,5531,4432,14,1085,0,0,NA,NA,1,2011,03/31/11,2011,CA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2011-03-31,901,685,6,0,210,32,28,3,0,1,869,657,3,209,0,0,NA,NA,0,2011,03/31/11,2011,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2011-03-31,1755,1521,18,2,213,71,47,18,2,3,1684,1474,0,210,0,0,NA,NA,2,2011,03/31/11,2011,ID
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2011-03-31,701,572,4,5,120,25,13,4,5,3,676,559,0,117,0,0,NA,NA,5,2011,03/31/11,2011,MT
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2011-03-31,6199,4638,108,1,1452,258,173,78,1,6,5941,4465,30,1446,0,0,NA,NA,1,2011,03/31/11,2011,NV
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2011-03-31,4334,3362,22,7,943,147,97,22,7,21,4187,3265,0,922,0,0,NA,NA,7,2011,03/31/11,2011,OR
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2011-03-31,1646,1274,19,4,349,62,36,17,4,5,1584,1238,2,344,0,0,NA,NA,4,2011,03/31/11,2011,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2011-03-31,6234,4717,77,0,1440,230,155,63,0,12,6004,4562,14,1428,0,0,NA,NA,0,2011,03/31/11,2011,WA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2011-03-31,44,33,0,0,11,1,1,0,0,0,43,32,0,11,0,0,NA,NA,0,2011,03/31/11,2011,GU
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2011-03-31,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,0,2011,03/31/11,2011,NMI
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2011-03-31,7271,5892,39,1,1339,292,240,35,1,16,6979,5652,4,1323,0,0,NA,NA,1,2011,03/31/11,2011,CO
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2011-03-31,2297,1588,23,3,683,73,44,20,3,6,2224,1544,3,677,0,0,NA,NA,3,2011,03/31/11,2011,KS
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2011-03-31,1473,1371,11,0,91,47,35,10,0,2,1426,1336,1,89,0,0,NA,NA,0,2011,03/31/11,2011,NM
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2011-03-31,871,763,2,1,105,25,21,2,1,1,846,742,0,104,0,0,NA,NA,1,2011,03/31/11,2011,OK
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2011-03-31,458,417,0,0,41,8,7,0,0,1,450,410,0,40,0,0,NA,NA,0,2011,03/31/11,2011,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2011-03-31,1801,1411,9,3,378,56,41,9,3,3,1745,1370,0,375,0,0,NA,NA,3,2011,03/31/11,2011,OK
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2011-03-31,4638,2993,20,1,1624,152,122,15,1,14,4486,2871,5,1610,0,0,NA,NA,1,2011,03/31/11,2011,UT
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2011-03-31,339,280,6,1,52,24,18,4,1,1,315,262,2,51,0,0,NA,NA,1,2011,03/31/11,2011,WY
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2011-03-31,4663,2396,28,4,2235,101,68,22,4,7,4562,2328,6,2228,0,0,NA,NA,4,2011,03/31/11,2011,AL
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2011-03-31,1869,613,12,1,1243,36,19,11,1,5,1833,594,1,1238,0,0,NA,NA,1,2011,03/31/11,2011,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2011-03-31,1359,490,11,1,857,32,20,10,1,1,1327,470,1,856,0,0,NA,NA,1,2011,03/31/11,2011,AL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2011-03-31,1169,1036,8,0,125,78,68,8,0,2,1091,968,0,123,0,0,NA,NA,0,2011,03/31/11,2011,FL
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2011-03-31,13603,10145,167,2,3289,604,421,146,2,35,12999,9724,21,3254,0,0,NA,NA,2,2011,03/31/11,2011,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2011-03-31,9317,6850,101,2,2364,375,256,94,2,23,8942,6594,7,2341,0,0,NA,NA,2,2011,03/31/11,2011,FL
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2011-03-31,13639,8168,87,2,5382,408,309,79,2,18,13231,7859,8,5364,0,0,NA,NA,2,2011,03/31/11,2011,GA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2011-03-31,2973,1281,14,5,1673,99,62,14,5,18,2874,1219,0,1655,0,0,NA,NA,5,2011,03/31/11,2011,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2011-03-31,2337,663,19,1,1654,63,37,19,1,6,2274,626,0,1648,0,0,NA,NA,1,2011,03/31/11,2011,GA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2011-06-30,251,206,10,0,35,13,4,8,0,1,238,202,2,34,0,0,NA,NA,0,2011,06/30/11,2011,DC
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2011-06-30,1051,899,4,2,146,55,41,4,2,8,996,858,0,138,0,0,NA,NA,2,2011,06/30/11,2011,ME
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2011-06-30,5811,4294,81,13,1422,180,95,69,13,2,5631,4199,12,1420,0,0,NA,NA,13,2011,06/30/11,2011,MA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2011-06-30,1330,1025,18,0,287,128,89,16,0,23,1202,936,2,264,0,0,NA,NA,0,2011,06/30/11,2011,NH
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2011-06-30,1427,1171,0,0,256,37,36,0,0,1,1390,1135,0,255,0,0,NA,NA,0,2011,06/30/11,2011,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2011-06-30,2875,1032,44,7,1792,105,32,40,7,26,2770,1000,4,1766,0,0,NA,NA,7,2011,06/30/11,2011,PR
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,2011-06-30,2738,2477,24,0,237,95,70,20,0,5,2643,2407,4,232,0,0,NA,NA,0,2011,06/30/11,2011,CT
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2011-06-30,2720,2184,13,0,523,64,41,13,0,10,2656,2143,0,513,0,0,NA,NA,0,2011,06/30/11,2011,NY
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2011-06-30,5658,5120,48,0,489,173,120,43,0,9,5485,5000,5,480,0,0,NA,NA,0,2011,06/30/11,2011,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2011-06-30,3473,2854,115,1,495,218,95,111,1,3,3255,2759,4,492,0,0,NA,NA,1,2011,06/30/11,2011,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2011-06-30,2039,1587,10,0,442,60,42,10,0,8,1979,1545,0,434,0,0,NA,NA,0,2011,06/30/11,2011,NY
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2011-06-30,344,294,0,1,49,10,7,0,1,2,334,287,0,47,0,0,NA,NA,1,2011,06/30/11,2011,VT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,2011-06-30,1127,663,159,0,305,180,21,159,0,0,947,642,0,305,0,0,NA,NA,0,2011,06/30/11,2011,DE
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2011-06-30,10089,8051,65,2,1971,292,212,57,2,21,9797,7839,8,1950,0,0,NA,NA,2,2011,06/30/11,2011,NJ
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2011-06-30,3576,2519,31,4,1022,131,81,31,4,15,3445,2438,0,1007,0,0,NA,NA,4,2011,06/30/11,2011,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2011-06-30,2390,1722,7,0,661,74,54,7,0,13,2316,1668,0,648,0,0,NA,NA,0,2011,06/30/11,2011,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2011-06-30,3133,2375,37,1,720,128,82,34,1,11,3005,2293,3,709,0,0,NA,NA,1,2011,06/30/11,2011,PA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2011-06-30,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,NA,NA,0,2011,06/30/11,2011,VI
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2011-06-30,7025,5656,47,1,1321,181,131,39,1,10,6844,5525,8,1311,0,0,NA,NA,1,2011,06/30/11,2011,MD
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2011-06-30,2568,949,42,3,1574,123,61,36,3,23,2445,888,6,1551,0,0,NA,NA,3,2011,06/30/11,2011,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2011-06-30,1555,805,7,0,743,60,44,6,0,10,1495,761,1,733,0,0,NA,NA,0,2011,06/30/11,2011,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2011-06-30,1977,1407,27,3,540,94,60,26,3,5,1883,1347,1,535,0,0,NA,NA,3,2011,06/30/11,2011,NC
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2011-06-30,2049,1028,30,0,990,99,67,28,0,3,1950,961,2,987,0,0,NA,NA,0,2011,06/30/11,2011,SC
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2011-06-30,6766,4586,41,0,2139,186,145,34,0,7,6580,4441,7,2132,0,0,NA,NA,0,2011,06/30/11,2011,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2011-06-30,2012,1443,7,1,561,46,33,7,1,5,1966,1410,0,556,0,0,NA,NA,1,2011,06/30/11,2011,VA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2011-06-30,627,551,8,0,68,29,20,6,0,3,598,531,2,65,0,0,NA,NA,0,2011,06/30/11,2011,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2011-06-30,634,548,6,0,80,21,12,6,0,3,613,536,0,77,0,0,NA,NA,0,2011,06/30/11,2011,WV
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2011-06-30,1113,625,14,0,474,49,37,11,0,1,1064,588,3,473,0,0,NA,NA,0,2011,06/30/11,2011,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2011-06-30,585,289,2,0,294,19,16,2,0,1,566,273,0,293,0,0,NA,NA,0,2011,06/30/11,2011,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2011-06-30,2937,816,12,4,2105,78,39,12,4,23,2859,777,0,2082,0,0,NA,NA,4,2011,06/30/11,2011,LA
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2011-06-30,1469,740,6,2,721,41,30,6,2,3,1428,710,0,718,0,0,NA,NA,2,2011,06/30/11,2011,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2011-06-30,1905,1179,9,0,717,58,46,9,0,3,1847,1133,0,714,0,0,NA,NA,0,2011,06/30/11,2011,MS
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2011-06-30,4655,2248,91,2,2311,311,190,91,2,25,4344,2058,0,2286,0,0,NA,NA,2,2011,06/30/11,2011,TX
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2011-06-30,1757,918,28,2,809,130,87,27,2,14,1627,831,1,795,0,0,NA,NA,2,2011,06/30/11,2011,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2011-06-30,3744,1585,70,1,2088,236,145,65,1,25,3508,1440,5,2063,0,0,NA,NA,1,2011,06/30/11,2011,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2011-06-30,3107,1674,65,1,1367,238,154,61,1,22,2869,1520,4,1345,0,0,NA,NA,1,2011,06/30/11,2011,TX
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2011-06-30,2761,2019,9,0,732,58,47,9,0,1,2703,1972,0,731,0,0,NA,NA,0,2011,06/30/11,2011,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2011-06-30,2888,2232,11,2,643,58,40,11,2,5,2830,2192,0,638,0,0,NA,NA,2,2011,06/30/11,2011,KY
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2011-06-30,11832,9934,39,3,1856,264,212,36,3,13,11568,9722,3,1843,0,0,NA,NA,3,2011,06/30/11,2011,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2011-06-30,3838,3343,13,2,480,125,104,13,2,6,3713,3239,0,474,0,0,NA,NA,2,2011,06/30/11,2011,MI
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2011-06-30,8572,7060,14,0,1498,188,157,13,0,18,8384,6903,1,1480,0,0,NA,NA,0,2011,06/30/11,2011,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2011-06-30,7744,5563,13,1,2167,164,127,10,1,26,7580,5436,3,2141,0,0,NA,NA,1,2011,06/30/11,2011,OH
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2011-06-30,4143,2527,20,4,1592,87,58,18,4,7,4056,2469,2,1585,0,0,NA,NA,4,2011,06/30/11,2011,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2011-06-30,3212,1932,35,0,1245,113,87,23,0,3,3099,1845,12,1242,0,0,NA,NA,0,2011,06/30/11,2011,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2011-06-30,4302,1293,14,0,2995,72,50,14,0,8,4230,1243,0,2987,0,0,NA,NA,0,2011,06/30/11,2011,TN
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2011-06-30,15484,11958,74,0,3452,464,386,67,0,11,15020,11572,7,3441,0,0,NA,NA,0,2011,06/30/11,2011,IL
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2011-06-30,2514,2088,5,0,421,45,37,5,0,3,2469,2051,0,418,0,0,NA,NA,0,2011,06/30/11,2011,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2011-06-30,1425,937,1,1,486,35,28,1,1,5,1390,909,0,481,0,0,NA,NA,1,2011,06/30/11,2011,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2011-06-30,4658,3835,8,1,814,74,60,8,1,5,4584,3775,0,809,0,0,NA,NA,1,2011,06/30/11,2011,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2011-06-30,6696,4980,31,3,1682,130,85,29,3,13,6566,4895,2,1669,0,0,NA,NA,3,2011,06/30/11,2011,IN
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2011-06-30,5934,4614,20,6,1294,151,119,19,6,7,5783,4495,1,1287,0,0,NA,NA,6,2011,06/30/11,2011,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2011-06-30,2166,1887,14,6,259,73,50,10,6,7,2093,1837,4,252,0,0,NA,NA,6,2011,06/30/11,2011,WI
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,2011-06-30,2284,1140,12,0,1132,51,33,12,0,6,2233,1107,0,1126,0,0,NA,NA,0,2011,06/30/11,2011,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,2011-06-30,1586,967,11,2,606,67,44,11,2,10,1519,923,0,596,0,0,NA,NA,2,2011,06/30/11,2011,AR
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2011-06-30,880,824,3,3,50,46,38,3,3,2,834,786,0,48,0,0,NA,NA,3,2011,06/30/11,2011,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2011-06-30,1416,1256,1,1,158,42,40,1,1,0,1374,1216,0,158,0,0,NA,NA,1,2011,06/30/11,2011,IA
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2011-06-30,5264,4511,29,7,717,193,147,29,7,10,5071,4364,0,707,0,0,NA,NA,7,2011,06/30/11,2011,MN
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2011-06-30,4372,3333,6,0,1033,52,45,6,0,1,4320,3288,0,1032,0,0,NA,NA,0,2011,06/30/11,2011,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2011-06-30,3714,2830,17,1,866,101,78,17,1,5,3613,2752,0,861,0,0,NA,NA,1,2011,06/30/11,2011,MO
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2011-06-30,1816,1334,6,4,471,57,39,6,4,7,1759,1295,0,464,0,0,NA,NA,4,2011,06/30/11,2011,NE
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2011-06-30,334,298,1,0,35,16,13,1,0,2,318,285,0,33,0,0,NA,NA,0,2011,06/30/11,2011,ND
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2011-06-30,574,531,1,2,40,30,23,0,2,5,544,508,1,35,0,0,NA,NA,2,2011,06/30/11,2011,SD
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2011-06-30,257,206,1,0,50,9,5,1,0,3,248,201,0,47,0,0,NA,NA,0,2011,06/30/11,2011,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2011-06-30,10835,9298,108,3,1426,340,241,87,3,9,10495,9057,21,1417,0,0,NA,NA,3,2011,06/30/11,2011,AZ
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2011-06-30,9221,5934,106,7,3174,358,227,70,7,54,8863,5707,36,3120,0,0,NA,NA,7,2011,06/30/11,2011,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2011-06-30,13300,10480,71,7,2742,324,234,52,7,31,12976,10246,19,2711,0,0,NA,NA,7,2011,06/30/11,2011,CA
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2011-06-30,36459,26875,325,2,9256,1138,859,220,2,56,35321,26016,105,9200,0,0,NA,NA,2,2011,06/30/11,2011,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2011-06-30,5635,4528,48,0,1059,156,115,30,0,11,5479,4413,18,1048,0,0,NA,NA,0,2011,06/30/11,2011,CA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2011-06-30,954,711,13,0,230,49,31,11,0,7,905,680,2,223,0,0,NA,NA,0,2011,06/30/11,2011,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2011-06-30,2292,2035,15,4,238,76,60,11,4,1,2216,1975,4,237,0,0,NA,NA,4,2011,06/30/11,2011,ID
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2011-06-30,780,672,6,0,102,29,22,6,0,1,751,650,0,101,0,0,NA,NA,0,2011,06/30/11,2011,MT
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2011-06-30,6950,5376,162,0,1412,281,156,116,0,9,6669,5220,46,1403,0,0,NA,NA,0,2011,06/30/11,2011,NV
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2011-06-30,4955,4001,13,1,940,157,133,12,1,11,4798,3868,1,929,0,0,NA,NA,1,2011,06/30/11,2011,OR
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2011-06-30,1669,1286,14,0,369,42,23,12,0,7,1627,1263,2,362,0,0,NA,NA,0,2011,06/30/11,2011,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2011-06-30,6960,5493,55,2,1410,223,158,48,2,15,6737,5335,7,1395,0,0,NA,NA,2,2011,06/30/11,2011,WA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2011-06-30,39,32,0,0,7,3,3,0,0,0,36,29,0,7,0,0,NA,NA,0,2011,06/30/11,2011,GU
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2011-06-30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,2011,06/30/11,2011,NMI
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2011-06-30,8714,7352,30,0,1332,305,266,29,0,10,8409,7086,1,1322,0,0,NA,NA,0,2011,06/30/11,2011,CO
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2011-06-30,2876,2031,18,6,821,84,54,16,6,8,2792,1977,2,813,0,0,NA,NA,6,2011,06/30/11,2011,KS
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2011-06-30,1620,1457,15,0,148,56,39,13,0,4,1564,1418,2,144,0,0,NA,NA,0,2011,06/30/11,2011,NM
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2011-06-30,1079,962,2,1,114,38,35,2,1,0,1041,927,0,114,0,0,NA,NA,1,2011,06/30/11,2011,OK
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2011-06-30,520,456,3,1,59,15,10,3,1,0,505,446,0,59,0,0,NA,NA,1,2011,06/30/11,2011,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2011-06-30,2033,1615,14,3,401,55,40,12,3,0,1978,1575,2,401,0,0,NA,NA,3,2011,06/30/11,2011,OK
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2011-06-30,5288,3604,21,1,1662,154,128,18,1,7,5134,3476,3,1655,0,0,NA,NA,1,2011,06/30/11,2011,UT
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2011-06-30,417,352,2,0,63,18,15,2,0,1,399,337,0,62,0,0,NA,NA,0,2011,06/30/11,2011,WY
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2011-06-30,4148,2033,22,2,2091,96,70,20,2,4,4052,1963,2,2087,0,0,NA,NA,2,2011,06/30/11,2011,AL
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2011-06-30,1901,565,12,1,1323,43,27,11,1,4,1858,538,1,1319,0,0,NA,NA,1,2011,06/30/11,2011,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2011-06-30,1368,509,9,1,849,20,11,8,1,0,1348,498,1,849,0,0,NA,NA,1,2011,06/30/11,2011,AL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2011-06-30,1213,1044,15,2,152,79,60,15,2,2,1134,984,0,150,0,0,NA,NA,2,2011,06/30/11,2011,FL
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2011-06-30,13052,9889,127,7,3029,585,433,112,7,33,12467,9456,15,2996,0,0,NA,NA,7,2011,06/30/11,2011,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2011-06-30,9927,7490,78,2,2354,320,241,58,2,16,9607,7249,20,2338,0,0,NA,NA,2,2011,06/30/11,2011,FL
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2011-06-30,13244,7699,82,1,5462,372,274,74,1,23,12872,7425,8,5439,0,0,NA,NA,1,2011,06/30/11,2011,GA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2011-06-30,2835,1128,10,11,1686,107,69,10,11,17,2728,1059,0,1669,0,0,NA,NA,11,2011,06/30/11,2011,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2011-06-30,2318,564,25,1,1728,73,43,22,1,7,2245,521,3,1721,0,0,NA,NA,1,2011,06/30/11,2011,GA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2011-09-30,245,199,4,0,42,16,11,4,0,1,229,188,0,41,0,0,NA,NA,0,2011,09/30/11,2011,DC
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2011-09-30,920,787,12,1,120,55,40,10,1,4,865,747,2,116,0,0,NA,NA,1,2011,09/30/11,2011,ME
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2011-09-30,4961,3725,42,11,1183,110,71,28,11,0,4851,3654,14,1183,0,0,NA,NA,11,2011,09/30/11,2011,MA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2011-09-30,1147,844,11,0,292,120,79,10,0,31,1027,765,1,261,0,0,NA,NA,0,2011,09/30/11,2011,NH
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2011-09-30,1177,954,3,0,219,27,20,3,0,3,1150,934,0,216,0,0,NA,NA,0,2011,09/30/11,2011,RI
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2011-09-30,2943,1044,55,13,1831,138,56,47,13,22,2805,988,8,1809,0,0,NA,NA,13,2011,09/30/11,2011,PR
