"FIPS","COUNTY","STATE","DISTRICT","CIRCUIT"
"46109","ROBERTS","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46111","SANBORN","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46113","SHANNON","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46115","SPINK","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46117","STANLEY","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46119","SULLY","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46121","TODD","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46123","TRIPP","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46125","TURNER","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46127","UNION","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46129","WALWORTH","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46135","YANKTON","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"46137","ZIEBACH","SOUTH DAKOTA","SOUTH DAKOTA","EIGHTH CIRCUIT"
"47001","ANDERSON","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47003","BEDFORD","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47005","BENTON","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47007","BLEDSOE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47009","BLOUNT","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47011","BRADLEY","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47013","CAMPBELL","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47015","CANNON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47017","CARROLL","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47019","CARTER","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47021","CHEATHAM","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47023","CHESTER","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47025","CLAIBORNE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47027","CLAY","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47029","COCKE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47031","COFFEE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47033","CROCKETT","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47035","CUMBERLAND","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47037","DAVIDSON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47039","DECATUR","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47041","DEKALB","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47043","DICKSON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47045","DYER","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47047","FAYETTE","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47049","FENTRESS","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47051","FRANKLIN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47053","GIBSON","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47055","GILES","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47057","GRAINGER","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47059","GREENE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47061","GRUNDY","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47063","HAMBLEN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47065","HAMILTON","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47067","HANCOCK","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47069","HARDEMAN","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47071","HARDIN","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47073","HAWKINS","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47075","HAYWOOD","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47077","HENDERSON","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47079","HENRY","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47081","HICKMAN","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47083","HOUSTON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47085","HUMPHREYS","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47087","JACKSON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47089","JEFFERSON","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47091","JOHNSON","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47093","KNOX","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47095","LAKE","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47097","LAUDERDALE","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47099","LAWRENCE","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47101","LEWIS","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47103","LINCOLN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47105","LOUDON","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47107","MCMINN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47109","MCNAIRY","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47111","MACON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47113","MADISON","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47115","MARION","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47117","MARSHALL","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47119","MAURY","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47121","MEIGS","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47123","MONROE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47125","MONTGOMERY","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47127","MOORE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47129","MORGAN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47131","OBION","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47133","OVERTON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47135","PERRY","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47137","PICKETT","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47139","POLK","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47141","PUTNAM","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47143","RHEA","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47145","ROANE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47147","ROBERTSON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47149","RUTHERFORD","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47151","SCOTT","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47153","SEQUATCHIE","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47155","SEVIER","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47157","SHELBY","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47159","SMITH","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47161","STEWART","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47163","SULLIVAN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47165","SUMNER","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47167","TIPTON","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47169","TROUSDALE","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47171","UNICOI","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47173","UNION","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47175","VAN BUREN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47177","WARREN","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47179","WASHINGTON","TENNESSEE","TENNESSEE EASTERN","SIXTH CIRCUIT"
"47181","WAYNE","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47183","WEAKLEY","TENNESSEE","TENNESSEE WESTERN","SIXTH CIRCUIT"
"47185","WHITE","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47187","WILLIAMSON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"47189","WILSON","TENNESSEE","TENNESSEE MIDDLE","SIXTH CIRCUIT"
"48001","ANDERSON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48003","ANDREWS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48005","ANGELINA","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48007","ARANSAS","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48009","ARCHER","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48011","ARMSTRONG","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48013","ATASCOSA","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48015","AUSTIN","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48017","BAILEY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48019","BANDERA","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48021","BASTROP","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48023","BAYLOR","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48025","BEE","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48027","BELL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48029","BEXAR","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48031","BLANCO","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48033","BORDEN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48035","BOSQUE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48037","BOWIE","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48039","BRAZORIA","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48041","BRAZOS","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48043","BREWSTER","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48045","BRISCOE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48047","BROOKS","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48049","BROWN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48051","BURLESON","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48053","BURNET","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48055","CALDWELL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48057","CALHOUN","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48059","CALLAHAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48061","CAMERON","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48063","CAMP","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48065","CARSON","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48067","CASS","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48069","CASTRO","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48071","CHAMBERS","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48073","CHEROKEE","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48075","CHILDRESS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48077","CLAY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48079","COCHRAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48081","COKE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48083","COLEMAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48085","COLLIN","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48087","COLLINGSWORTH","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48089","COLORADO","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48091","COMAL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48093","COMANCHE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48095","CONCHO","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48097","COOKE","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48099","CORYELL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48101","COTTLE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48103","CRANE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48105","CROCKETT","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48107","CROSBY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48109","CULBERSON","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48111","DALLAM","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48113","DALLAS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48115","DAWSON","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48117","DEAF SMITH","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48119","DELTA","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48121","DENTON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48123","DEWITT","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48125","DICKENS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48127","DIMMIT","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48129","DONLEY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48131","DUVAL","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48133","EASTLAND","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48135","ECTOR","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48137","EDWARDS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48139","ELLIS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48141","EL PASO","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48143","ERATH","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48145","FALLS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48147","FANNIN","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48149","FAYETTE","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48151","FISHER","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48153","FLOYD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48155","FOARD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48157","FORT BEND","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48159","FRANKLIN","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48161","FREESTONE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48163","FRIO","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48165","GAINES","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48167","GALVESTON","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48169","GARZA","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48171","GILLESPIE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48173","GLASSCOCK","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48175","GOLIAD","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48177","GONZALES","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48179","GRAY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48181","GRAYSON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48183","GREGG","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48185","GRIMES","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48187","GUADALUPE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48189","HALE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48191","HALL","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48193","HAMILTON","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48195","HANSFORD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48197","HARDEMAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48199","HARDIN","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48201","HARRIS","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48203","HARRISON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48205","HARTLEY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48207","HASKELL","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48209","HAYS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48211","HEMPHILL","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48213","HENDERSON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48215","HIDALGO","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48217","HILL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48219","HOCKLEY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48221","HOOD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48223","HOPKINS","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48225","HOUSTON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48227","HOWARD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48229","HUDSPETH","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48231","HUNT","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48233","HUTCHINSON","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48235","IRION","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48237","JACK","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48239","JACKSON","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48241","JASPER","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48243","JEFF DAVIS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48245","JEFFERSON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48247","JIM HOGG","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48249","JIM WELLS","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48251","JOHNSON","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48253","JONES","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48255","KARNES","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48257","KAUFMAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48259","KENDALL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48261","KENEDY","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48263","KENT","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48265","KERR","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48267","KIMBLE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48269","KING","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48271","KINNEY","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48273","KLEBERG","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48275","KNOX","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48277","LAMAR","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48279","LAMB","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48281","LAMPASAS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48283","LA SALLE","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48285","LAVACA","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48287","LEE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48289","LEON","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48291","LIBERTY","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48293","LIMESTONE","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48295","LIPSCOMB","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48297","LIVE OAK","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48299","LLANO","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48301","LOVING","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48303","LUBBOCK","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48305","LYNN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48307","MCCULLOCH","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48309","MCLENNAN","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48311","MCMULLEN","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48313","MADISON","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48315","MARION","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48317","MARTIN","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48319","MASON","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48321","MATAGORDA","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48323","MAVERICK","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48325","MEDINA","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48327","MENARD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48329","MIDLAND","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48331","MILAM","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48333","MILLS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48335","MITCHELL","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48337","MONTAGUE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48339","MONTGOMERY","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48341","MOORE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48343","MORRIS","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48345","MOTLEY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48347","NACOGDOCHES","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48349","NAVARRO","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48351","NEWTON","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48353","NOLAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48355","NUECES","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48357","OCHILTREE","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48359","OLDHAM","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48361","ORANGE","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48363","PALO PINTO","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48365","PANOLA","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48367","PARKER","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48369","PARMER","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48371","PECOS","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48373","POLK","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48375","POTTER","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48377","PRESIDIO","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48379","RAINS","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48381","RANDALL","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48383","REAGAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48385","REAL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48387","RED RIVER","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48389","REEVES","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48391","REFUGIO","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48393","ROBERTS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48395","ROBERTSON","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48397","ROCKWALL","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48399","RUNNELS","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48401","RUSK","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48403","SABINE","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48405","SAN AUGUSTINE","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48407","SAN JACINTO","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48409","SAN PATRICIO","TEXAS","TEXAS SOUTHERN","FIFTH CIRCUIT"
"48411","SAN SABA","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
"48413","SCHLEICHER","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48415","SCURRY","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48417","SHACKELFORD","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48419","SHELBY","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48421","SHERMAN","TEXAS","TEXAS NORTHERN","FIFTH CIRCUIT"
"48423","SMITH","TEXAS","TEXAS EASTERN","FIFTH CIRCUIT"
"48425","SOMERVELL","TEXAS","TEXAS WESTERN","FIFTH CIRCUIT"
